x	y	cut_x	y_label_idx
查下日历大前天是什么节日啊	Calendar-Query	查下 日历 大前天 是 什么 节日 啊	2
陇端节是星期几	Calendar-Query	陇 端节 是 星期 几	2
父亲节是几号？	Calendar-Query	父亲节 是 几号 ？	2
今年端午节是周几	Calendar-Query	今年 端午节 是 周几	2
关门节是星期几	Calendar-Query	关门 节是 星期 几	2
10月1日是什么节日	Calendar-Query	10 月 1 日 是 什么 节日	2
快看看星期二是几号啊	Calendar-Query	快 看看 星期二 是 几号 啊	2
立刻告诉我12月12日是星期四还是星期五	Calendar-Query	立刻 告诉 我 12 月 12 日 是 星期四 还是 星期五	2
青年节是什么时候	Calendar-Query	青年节 是 什么 时候	2
我需要知道后天到底是几月几日	Calendar-Query	我 需要 知道 后天 到底 是 几月 几日	2
快点查查青年节是几号	Calendar-Query	快点 查查 青年节 是 几号	2
明年建档节是周几	Calendar-Query	明年 建档 节是 周几	2
2月13号是周几	Calendar-Query	2 月 13 号 是 周几	2
今年的上巳节是哪天	Calendar-Query	今年 的 上 巳 节 是 哪天	2
问你今天是哪个节假日	Calendar-Query	问 你 今天 是 哪个 节假日	2
圣帕特里克节是今年的什么时候	Calendar-Query	圣帕特里克 节是 今年 的 什么 时候	2
中秋节是星期几	Calendar-Query	中秋节 是 星期 几	2
周六是什么节日	Calendar-Query	周六 是 什么 节日	2
3分钟以后帮我看看阴历的4月初3是礼拜6还是礼拜5	Calendar-Query	3 分钟 以后 帮 我 看看 阴历 的 4 月初 3 是 礼拜 6 还是 礼拜 5	2
想知道这周有什么大型节日	Calendar-Query	想 知道 这周 有 什么 大型 节日	2
这个月的30号是周几	Calendar-Query	这个 月 的 30 号 是 周几	2
劳动节是10月1日吗	Calendar-Query	劳动节 是 10 月 1 日 吗	2
我需要你让我知道农历3月12和农历3月13哪天是5月2号呀	Calendar-Query	我 需要 你 让 我 知道 农历 3 月 12 和 农历 3 月 13 哪天 是 5 月 2 号 呀	2
植树节是几月几号	Calendar-Query	植树节 是 几月 几号	2
1分钟之后赶紧告诉我星期日是哪天啊	Calendar-Query	1 分钟 之后 赶紧 告诉 我 星期日 是 哪天 啊	2
帮我看看后天是几月几日	Calendar-Query	帮 我 看看 后天 是 几月 几日	2
告诉我今年的筷子节是哪天	Calendar-Query	告诉 我 今年 的 筷子 节是 哪天	2
大后天是星期几	Calendar-Query	大后天 是 星期 几	2
今年的复活节是哪天	Calendar-Query	今年 的 复活节 是 哪天	2
能查下劳动节是不是星期3吗	Calendar-Query	能查 下 劳动节 是不是 星期 3 吗	2
星期几是火把节	Calendar-Query	星期 几是 火把节	2
2分钟后给我说说星期几是农历的10月初7	Calendar-Query	2 分钟 后 给 我 说 说 星期 几是 农历 的 10 月初 7	2
你帮我看看11月11日是什么节日呀	Calendar-Query	你 帮 我 看看 11 月 11 日 是 什么 节日 呀	2
赶紧看看什么节日是5月1日啊	Calendar-Query	赶紧 看看 什么 节日 是 5 月 1 日 啊	2
农历的6月9是几月几号	Calendar-Query	农历 的 6 月 9 是 几月 几号	2
今年几月几号是元旦	Calendar-Query	今年 几月 几号 是 元旦	2
还能在问你一下中国的阴历9月19是哪一天吗	Calendar-Query	还 能 在 问 你 一下 中国 的 阴历 9 月 19 是 哪一天 吗	2
你快点告诉我农历正月15日是什么节日	Calendar-Query	你 快点 告诉 我 农历 正月 15 日 是 什么 节日	2
农历的哪天是火把节	Calendar-Query	农历 的 哪天 是 火把节	2
六月多少号是端午节	Calendar-Query	六月 多少 号 是 端午节	2
忏悔节是农历的什么时候	Calendar-Query	忏悔 节是 农历 的 什么 时候	2
我要你马上打开日历查看农历4月20和农历4月21哪天是6月3号呢	Calendar-Query	我要 你 马上 打开 日历 查看 农历 4 月 20 和 农历 4 月 21 哪天 是 6 月 3 号 呢	2
现在帮我瞅一瞅几月几号是农历的10月18	Calendar-Query	现在 帮 我 瞅 一 瞅 几月 几号 是 农历 的 10 月 18	2
立刻告诉他一下中国的阴历1月12日是星期几呢	Calendar-Query	立刻 告诉 他 一下 中国 的 阴历 1 月 12 日 是 星期 几 呢	2
春节是哪天	Calendar-Query	春节 是 哪天	2
下周二是农历多少	Calendar-Query	下周二 是 农历 多少	2
给我哦看一看阴历的几月几号是9月13日啊	Calendar-Query	给 我 哦 看一看 阴历 的 几月 几号 是 9 月 13 日 啊	2
我想要知晓2020年的中秋节是不是8月15日呢	Calendar-Query	我 想要 知晓 2020 年 的 中秋节 是不是 8 月 15 日 呢	2
1月1号是农历的哪天	Calendar-Query	1 月 1 号 是 农历 的 哪天	2
赶快搜索一下2018年的劳动节是不是5月1日	Calendar-Query	赶快 搜索 一下 2018 年 的 劳动节 是不是 5 月 1 日	2
我想知道今年的小年是在几月份	Calendar-Query	我 想 知道 今年 的 小 年 是 在 几月份	2
开斋节是农历什么时候	Calendar-Query	开斋节 是 农历 什么 时候	2
这个月21号是农历的哪天	Calendar-Query	这个 月 21 号 是 农历 的 哪天	2
闻风节是哪天	Calendar-Query	闻风节 是 哪天	2
报下阴历的几月几号是7月15日啊	Calendar-Query	报下 阴历 的 几月 几号 是 7 月 15 日 啊	2
青年节是周几	Calendar-Query	青年节 是 周几	2
今年的元旦是什么时候	Calendar-Query	今年 的 元旦 是 什么 时候	2
人日节是农历的什么时候	Calendar-Query	人日节 是 农历 的 什么 时候	2
什么节日是在五月初五那天	Calendar-Query	什么 节日 是 在 五月 初五 那天	2
告诉我建军节是不是农历的9月初1	Calendar-Query	告诉 我 建军节 是不是 农历 的 9 月初 1	2
今年的樱花节是哪天	Calendar-Query	今年 的 樱花节 是 哪天	2
我需要知道星期5是几号呢	Calendar-Query	我 需要 知道 星期 5 是 几号 呢	2
平安夜在星期几	Calendar-Query	平安夜 在 星期 几	2
用日历查查4月18日是农历3月初5还是3月初4呢	Calendar-Query	用 日历 查查 4 月 18 日 是 农历 3 月初 5 还是 3 月初 4 呢	2
是不是能告诉我4月2日和4月4日哪天是农历2月初6呢	Calendar-Query	是不是 能 告诉 我 4 月 2 日 和 4 月 4 日 哪天 是 农历 2 月初 6 呢	2
昨天是农历的哪天	Calendar-Query	昨天 是 农历 的 哪天	2
其实我想知道中国的阴历2月18日是星期几呢	Calendar-Query	其实 我 想 知道 中国 的 阴历 2 月 18 日 是 星期 几 呢	2
你赶快让我知道八月一日和七月一日哪个是建军节	Calendar-Query	你 赶快 让 我 知道 八月 一日 和 七月 一日 哪个 是 建军节	2
重阳节是在星期二吗	Calendar-Query	重阳节 是 在 星期二 吗	2
查下日历昨天应该是什么节日呀	Calendar-Query	查下 日历 昨天 应该 是 什么 节日 呀	2
我要知道中国少年先锋队诞辰日是几号	Calendar-Query	我要 知道 中国少年先锋队 诞辰日 是 几号	2
今年的雪顿节是什么时候	Calendar-Query	今年 的 雪顿节 是 什么 时候	2
2020年5月12是星期几	Calendar-Query	2020 年 5 月 12 是 星期 几	2
农历什么时候是盘王节	Calendar-Query	农历 什么 时候 是 盘王节	2
6月6是星期几	Calendar-Query	6 月 6 是 星期 几	2
鬼节是农历的什么时候	Calendar-Query	鬼节 是 农历 的 什么 时候	2
查查明天是星期几	Calendar-Query	查查 明天 是 星期 几	2
查询一下3月19是什么时候	Calendar-Query	查询 一下 3 月 19 是 什么 时候	2
每年的清明节都是4月5日吗？	Calendar-Query	每年 的 清明节 都 是 4 月 5 日 吗 ？	2
告诉你我要查看农历3月初9是哪天呀	Calendar-Query	告诉 你 我 要 查看 农历 3 月初 9 是 哪 天呀	2
我也不知道具体时间，你还是查一查周日是不是父亲节	Calendar-Query	我 也 不 知道 具体 时间 ， 你 还是 查一查 周日 是不是 父亲节	2
泼水节是什么时候	Calendar-Query	泼水节 是 什么 时候	2
赶紧告诉我星期三是什么节日呢	Calendar-Query	赶紧 告诉 我 星期三 是 什么 节日 呢	2
18号是今天的日期吧	Calendar-Query	18 号 是 今天 的 日期 吧	2
明天是什么节日，外面这么热闹	Calendar-Query	明天 是 什么 节日 ， 外面 这么 热闹	2
今年的立春是几号	Calendar-Query	今年 的 立春是 几号	2
星期几是诺鲁孜节	Calendar-Query	星期 几是 诺鲁孜节	2
10月1日是农历几月几号	Calendar-Query	10 月 1 日 是 农历 几月 几号	2
9月23号是农历哪天	Calendar-Query	9 月 23 号 是 农历 哪 天	2
帮我查询一下今年的父亲节是哪天	Calendar-Query	帮 我 查询 一下 今年 的 父亲节 是 哪天	2
快去查查农历的几月几号是乞巧节啊	Calendar-Query	快去 查查 农历 的 几月 几号 是 乞巧 节 啊	2
我现在就想知道明天是星期几	Calendar-Query	我 现在 就 想 知道 明天 是 星期 几	2
圣诞节是每年的几月几号	Calendar-Query	圣诞节 是 每年 的 几月 几号	2
说一下阴历的几月几号是2月26日啊	Calendar-Query	说 一下 阴历 的 几月 几号 是 2 月 26 日 啊	2
查查看中国的阴历5月18是哪一天呢	Calendar-Query	查 查看 中国 的 阴历 5 月 18 是 哪一天 呢	2
可以让我知道阴历的9月初7是礼拜3还是礼拜4吗	Calendar-Query	可以 让 我 知道 阴历 的 9 月初 7 是 礼拜 3 还是 礼拜 4 吗	2
泼水节是几月几号	Calendar-Query	泼水节 是 几月 几号	2
元宵节是几月几号	Calendar-Query	元宵节 是 几月 几号	2
赶快告诉我大前天是星期几	Calendar-Query	赶快 告诉 我 大前天 是 星期 几	2
查查前天是几月几号	Calendar-Query	查查 前天 是 几月 几号	2
突尼斯的革命日是农历的什么时候	Calendar-Query	突尼斯 的 革命 日 是 农历 的 什么 时候	2
查一下芒种是什么时候	Calendar-Query	查 一下 芒种 是 什么 时候	2
这个月的17号是周几	Calendar-Query	这个 月 的 17 号 是 周几	2
告诉我答案星期几是父亲节	Calendar-Query	告诉 我 答案 星期 几是 父亲节	2
4月4日是农历几月几号	Calendar-Query	4 月 4 日 是 农历 几月 几号	2
马上让我知道阴历的几月几号是10月10日啊	Calendar-Query	马上 让 我 知道 阴历 的 几月 几号 是 10 月 10 日 啊	2
请你帮我查下星期日是什么节日呢	Calendar-Query	请 你 帮 我 查下 星期日 是 什么 节日 呢	2
星期五是哪天啊	Calendar-Query	星期五 是 哪天 啊	2
速度告诉我礼拜四是哪天啊	Calendar-Query	速度 告诉 我 礼拜四 是 哪天 啊	2
帮我看一下去年的世界电信日是星期几。	Calendar-Query	帮 我 看 一下 去年 的 世界 电信 日 是 星期 几 。	2
新年除夕是农历的哪天	Calendar-Query	新年 除夕 是 农历 的 哪天	2
今年的节礼日是周几	Calendar-Query	今年 的 节礼 日 是 周几	2
星期几是龙船节	Calendar-Query	星期 几是 龙船 节	2
赶快告诉我前天是几月几号	Calendar-Query	赶快 告诉 我 前天 是 几月 几号	2
能告诉我6月1日是星期几吗	Calendar-Query	能 告诉 我 6 月 1 日 是 星期 几 吗	2
什么节日是10月1日啊	Calendar-Query	什么 节日 是 10 月 1 日 啊	2
我想知道大后天究竟是礼拜几呢	Calendar-Query	我 想 知道 大后天 究竟 是 礼拜 几 呢	2
能不能帮我看看农历8月23是礼拜几	Calendar-Query	能 不能 帮 我 看看 农历 8 月 23 是 礼拜 几	2
能不能告诉我答案星期几是农历的12月初5	Calendar-Query	能 不能 告诉 我 答案 星期 几是 农历 的 12 月初 5	2
看一下今天是几号	Calendar-Query	看 一下 今天 是 几号	2
今年的端午节是几号	Calendar-Query	今年 的 端午节 是 几号	2
星期几是苗年	Calendar-Query	星期 几是 苗年	2
今天是农历多少日	Calendar-Query	今天 是 农历 多少 日	2
前天是哪个节日呢	Calendar-Query	前天 是 哪个 节日 呢	2
马上告诉我阴历1月7是阳历几号	Calendar-Query	马上 告诉 我 阴历 1 月 7 是 阳历 几号	2
给我赶快查下星期五是农历多少号呀	Calendar-Query	给 我 赶快 查下 星期五 是 农历 多少 号 呀	2
我要查看农历6月11是礼拜几	Calendar-Query	我要 查看 农历 6 月 11 是 礼拜 几	2
农历的什么时候是宰牲节	Calendar-Query	农历 的 什么 时候 是 宰牲节	2
给我查一查今年的春节是几月几日	Calendar-Query	给 我查 一查 今年 的 春节 是 几月 几日	2
告诉我今天的农历是几月初几	Calendar-Query	告诉 我 今天 的 农历 是 几 月初 几	2
星期几是圣诞节	Calendar-Query	星期 几是 圣诞节	2
麻烦请你帮我查下星期四是农历多少号呀	Calendar-Query	麻烦 请 你 帮 我 查下 星期四 是 农历 多少 号 呀	2
给我查一查今年的儿童节是星期几	Calendar-Query	给 我查 一查 今年 的 儿童节 是 星期 几	2
可否告诉我礼拜几是8月的23日	Calendar-Query	可否 告诉 我 礼拜 几是 8 月 的 23 日	2
告诉我答案什么节日是7月1日啊	Calendar-Query	告诉 我 答案 什么 节日 是 7 月 1 日 啊	2
明天的明天是星期几	Calendar-Query	明天 的 明天 是 星期 几	2
农历的1月3是几号	Calendar-Query	农历 的 1 月 3 是 几号	2
立刻瞅瞅农历的几月几号是中秋节啊	Calendar-Query	立刻 瞅 瞅 农历 的 几月 几号 是 中秋节 啊	2
立刻看看星期日是哪天啊	Calendar-Query	立刻 看看 星期日 是 哪天 啊	2
中元节是几月几号	Calendar-Query	中元节 是 几月 几号	2
查询一下情人节是哪天	Calendar-Query	查询 一下 情人节 是 哪天	2
帮我查下10月1日是星期三还是星期二	Calendar-Query	帮 我 查下 10 月 1 日 是 星期三 还是 星期二	2
今年的葫芦节是什么时候	Calendar-Query	今年 的 葫芦 节是 什么 时候	2
1分钟后告诉我4月5日是什么节日	Calendar-Query	1 分钟 后 告诉 我 4 月 5 日 是 什么 节日	2
帮我看一下端午节是星期几	Calendar-Query	帮 我 看 一下 端午节 是 星期 几	2
中秋节是这个月的星期几	Calendar-Query	中秋节 是 这个 月 的 星期 几	2
查一下这个周三是5月几号	Calendar-Query	查 一下 这个 周三 是 5 月 几号	2
立刻查询星期六是七夕节嘛	Calendar-Query	立刻 查询 星期六 是 七夕节 嘛	2
看看几月几号是儿童节呢	Calendar-Query	看看 几月 几号 是 儿童节 呢	2
9月28号是农历的几号	Calendar-Query	9 月 28 号 是 农历 的 几号	2
我想知道大后天应该是多少号啊	Calendar-Query	我 想 知道 大后天 应该 是 多少 号 啊	2
农历的送水节是什么时候	Calendar-Query	农历 的 送 水节 是 什么 时候	2
去年的国庆节是星期几	Calendar-Query	去年 的 国庆节 是 星期 几	2
今年的雨节是几月几号	Calendar-Query	今年 的 雨节 是 几月 几号	2
15天后是几月几日	Calendar-Query	15 天后 是 几月 几日	2
5月17日是农历几月几日	Calendar-Query	5 月 17 日 是 农历 几月 几日	2
今年的什么时候是蔵历元旦	Calendar-Query	今年 的 什么 时候 是 蔵 历 元旦	2
五一劳动节是农历的哪天	Calendar-Query	五一劳动节 是 农历 的 哪天	2
速度的查询一下9月2日和9月3日哪天是农历7月初5呢	Calendar-Query	速度 的 查询 一下 9 月 2 日 和 9 月 3 日 哪天 是 农历 7 月初 5 呢	2
赶快的让我知道农历的九月初八和农历九月初九哪天是重阳节呢	Calendar-Query	赶快 的 让 我 知道 农历 的 九月初 八 和 农历 九月初 九 哪天 是 重阳节 呢	2
现在我想知道什么节日是5月1日啊	Calendar-Query	现在 我 想 知道 什么 节日 是 5 月 1 日 啊	2
查下日历前天是几号啊	Calendar-Query	查下 日历 前天 是 几号 啊	2
后天到底是几月几日	Calendar-Query	后天 到底 是 几月 几日	2
我想知道春节是不是农历8月12	Calendar-Query	我 想 知道 春节 是不是 农历 8 月 12	2
少女节是什么时候	Calendar-Query	少女 节是 什么 时候	2
后天去上海玩是周几来着	Calendar-Query	后天 去 上海 玩 是 周几来 着	2
明天是农历的哪一天啊	Calendar-Query	明天 是 农历 的 哪一天 啊	2
让我知道3月2日和3月4日哪天是农历1月16呢	Calendar-Query	让 我 知道 3 月 2 日 和 3 月 4 日 哪天 是 农历 1 月 16 呢	2
什么时候立秋	Calendar-Query	什么 时候 立秋	2
马上给我知道农历5月18是7月1日还是7月2日啊	Calendar-Query	马上 给 我 知道 农历 5 月 18 是 7 月 1 日 还是 7 月 2 日 啊	2
几月几号是火把节	Calendar-Query	几月 几号 是 火把节	2
上个月的今天是周几	Calendar-Query	上个月 的 今天 是 周几	2
今年的5月20号是农历的哪天	Calendar-Query	今年 的 5 月 20 号 是 农历 的 哪天	2
帮我看看明年元宵节是什么时候	Calendar-Query	帮 我 看看 明年 元宵节 是 什么 时候	2
今年的元宵节是周几	Calendar-Query	今年 的 元宵节 是 周几	2
中国的阴历2月22是哪一天呢	Calendar-Query	中国 的 阴历 2 月 22 是 哪一天 呢	2
能不能看一看礼拜几是9月的2日	Calendar-Query	能 不能 看一看 礼拜 几是 9 月 的 2 日	2
父亲节是每年的几月几号	Calendar-Query	父亲节 是 每年 的 几月 几号	2
星期二是农历几月几日	Calendar-Query	星期二 是 农历 几月 几日	2
请问下周三期末考试是几号啊	Calendar-Query	请问 下周三 期末考试 是 几号 啊	2
帮我看看农历8月初7是哪天啊	Calendar-Query	帮 我 看看 农历 8 月初 7 是 哪天 啊	2
闻风节是农历的什么时候	Calendar-Query	闻风节 是 农历 的 什么 时候	2
明天是星期几	Calendar-Query	明天 是 星期 几	2
1分钟后看看星期几是建军节	Calendar-Query	1 分钟 后 看看 星期 几是 建军节	2
帮我查询一下农历7月1是什么节日	Calendar-Query	帮 我 查询 一下 农历 7 月 1 是 什么 节日	2
告诉我明天是星期几	Calendar-Query	告诉 我 明天 是 星期 几	2
查下中秋节是不是10月1日	Calendar-Query	查下 中秋节 是不是 10 月 1 日	2
去搜搜看09年的青年节是农历的7月28吗	Calendar-Query	去 搜 搜看 09 年 的 青年节 是 农历 的 7 月 28 吗	2
我想知道昨天是几号呀	Calendar-Query	我 想 知道 昨天 是 几号 呀	2
赶快看一看几月几号是这个周四	Calendar-Query	赶快 看一看 几月 几号 是 这个 周四	2
这个月15号是星期几	Calendar-Query	这个 月 15 号 是 星期 几	2
下元节是周几	Calendar-Query	下元节 是 周几	2
后天是周几呀	Calendar-Query	后天 是 周几呀	2
下周五是几号呀	Calendar-Query	下周五 是 几号 呀	2
请帮我查查劳动节是农历几月几日	Calendar-Query	请 帮 我 查查 劳动节 是 农历 几月 几日	2
昨天是星期几	Calendar-Query	昨天 是 星期 几	2
看一下这周一是不是农历初六	Calendar-Query	看 一下 这 周一 是不是 农历 初六	2
农历的什么时候是男孩节	Calendar-Query	农历 的 什么 时候 是 男孩 节	2
给我报下哪个节日是农历的12月30啊	Calendar-Query	给 我 报下 哪个 节日 是 农历 的 12 月 30 啊	2
农历的惊蛰是哪天	Calendar-Query	农历 的 惊蛰 是 哪天	2
马上使用日历查看阴历的11月初3是礼拜5还是礼拜4	Calendar-Query	马上 使用 日历 查看 阴历 的 11 月初 3 是 礼拜 5 还是 礼拜 4	2
今年什时候立秋	Calendar-Query	今年 什 时候 立秋	2
重阳节是农历几月几号	Calendar-Query	重阳节 是 农历 几月 几号	2
能瞅瞅什么节日是6月1日吗	Calendar-Query	能 瞅 瞅 什么 节日 是 6 月 1 日 吗	2
可以看一下6月1日是什么节日吗	Calendar-Query	可以 看 一下 6 月 1 日 是 什么 节日 吗	2
告诉我明天是什么节日	Calendar-Query	告诉 我 明天 是 什么 节日	2
立即瞅一瞅星期几是农历的7月初25	Calendar-Query	立即 瞅 一 瞅 星期 几是 农历 的 7 月初 25	2
复活节是周几	Calendar-Query	复活节 是 周几	2
上上周5是哪个月	Calendar-Query	上 上周 5 是 哪个 月	2
阴历的几月几号是5月12日啊	Calendar-Query	阴历 的 几月 几号 是 5 月 12 日 啊	2
赶快让我知道5月4日是劳动节还是青年节啊	Calendar-Query	赶快 让 我 知道 5 月 4 日 是 劳动节 还是 青年节 啊	2
今年的什么时候是蚂拐节	Calendar-Query	今年 的 什么 时候 是 蚂 拐节	2
查一下今年寒食节是星期几	Calendar-Query	查 一下 今年 寒食节 是 星期 几	2
几月几号是中元节	Calendar-Query	几月 几号 是 中元节	2
四月份有个什么节日来着	Calendar-Query	四月份 有个 什么 节日 来 着	2
查一下今年的圣诞节是星期几	Calendar-Query	查 一下 今年 的 圣诞节 是 星期 几	2
抗日战争纪念日是几号？	Calendar-Query	抗日战争 纪念日 是 几号 ？	2
下周二是农历多少号	Calendar-Query	下周二 是 农历 多少 号	2
告诉我知道农历的11月初五和农历11月初六哪天是星期二啊	Calendar-Query	告诉 我 知道 农历 的 11 月 初五 和 农历 11 月 初六 哪天 是 星期二 啊	2
我想知道正月十五那天是星期几	Calendar-Query	我 想 知道 正月十五 那天 是 星期 几	2
仲夏节是周几	Calendar-Query	仲夏 节是 周几	2
1月15号是农历几月几号	Calendar-Query	1 月 15 号 是 农历 几月 几号	2
我想知道今天的农历是几月初几	Calendar-Query	我 想 知道 今天 的 农历 是 几 月初 几	2
告诉我清明节是星期几	Calendar-Query	告诉 我 清明节 是 星期 几	2
告诉我大前天是星期几呀	Calendar-Query	告诉 我 大前天 是 星期 几呀	2
这个小猫咪今天出生的，看一眼是农历多少日	Calendar-Query	这个 小猫咪 今天 出生 的 ， 看 一眼 是 农历 多少 日	2
酥油花灯节是周几	Calendar-Query	酥油花 灯节 是 周几	2
告诉我大前天是几号呢	Calendar-Query	告诉 我 大前天 是 几号 呢	2
9月19是农历的什么时候	Calendar-Query	9 月 19 是 农历 的 什么 时候	2
看一眼几月几号是农历的12月5日	Calendar-Query	看 一眼 几月 几号 是 农历 的 12 月 5 日	2
