x	y	cut_x	y_label_idx
能不能给我播放一下2021世界女排联赛土耳其对塞尔维亚的比赛视频	Video-Play	能 不能 给 我 播放 一下 2021 世界 女排 联赛 土耳其 对 塞尔维亚 的 比赛 视频	10
给我找出5月27日17点播出的动漫	Video-Play	给 我 找出 5 月 27 日 17 点 播出 的 动漫	10
播放欧美动漫超人	Video-Play	播放 欧美 动漫 超人	10
帮我找一个做肉松饭团的视频	Video-Play	帮 我 找 一个 做 肉松 饭团 的 视频	10
今天播放最火的瘦脸操	Video-Play	今天 播放 最火 的 瘦 脸操	10
播放5月16号上午10点的英雄联盟竞技赛视频	Video-Play	播放 5 月 16 号 上午 10 点 的 英雄 联盟 竞技 赛 视频	10
动漫铁臂阿童木帮我找一下吧	Video-Play	动漫 铁臂 阿童木 帮 我 找 一下 吧	10
请给我播放2016年美国电视剧黑吃黑第四季花絮	Video-Play	请 给 我 播放 2016 年 美国 电视剧 黑吃黑 第四季 花絮	10
XYG比赛的视频帮我找一下	Video-Play	XYG 比赛 的 视频 帮 我 找 一下	10
小猪佩奇是美国的吗播放一下看看	Video-Play	小猪 佩奇 是 美国 的 吗 播放 一下 看看	10
5月27日雨下解说更新了变异食人花吞噬大僵尸的游戏视频吗	Video-Play	5 月 27 日雨下 解说 更新 了 变异 食人花 吞噬 大 僵尸 的 游戏 视频 吗	10
4月25日讲解的兰陵王怒抓孙悟空的游戏视频可以给我找一下吗	Video-Play	4 月 25 日 讲解 的 兰陵王 怒 抓 孙悟空 的 游戏 视频 可以 给 我 找 一下 吗	10
给我放一下易建联的篮球比赛视频	Video-Play	给 我 放 一下 易建联 的 篮球比赛 视频	10
今晚AG超玩会梦泪有没有直播王者荣耀	Video-Play	今晚 AG 超玩会 梦泪 有没有 直播 王者 荣耀	10
打开腾讯视频把昨天放的奔跑吧兄弟再给我重播一遍	Video-Play	打开 腾讯 视频 把 昨天 放 的 奔跑 吧 兄弟 再 给 我 重播 一遍	10
给我搜索一下沈腾演的综艺王牌对王牌第6季	Video-Play	给 我 搜索 一下 沈腾演 的 综艺 王牌 对 王牌 第 6 季	10
放一下灵剑尊的第178 179集我想看	Video-Play	放 一下 灵剑尊 的 第 178   179 集 我 想 看	10
王者荣耀的比赛视频给我找一下	Video-Play	王者 荣耀 的 比赛 视频 给 我 找 一下	10
我想看2017年的贪吃蛇大作战的游戏解说视频	Video-Play	我 想 看 2017 年 的 贪吃蛇 大 作战 的 游戏 解说 视频	10
放一个欧阳娜娜的电视剧幕后花絮	Video-Play	放 一个 欧阳 娜娜 的 电视剧 幕后 花絮	10
给我回放5月21日的奔跑吧第5季精彩部分	Video-Play	给 我 回放 5 月 21 日 的 奔跑 吧 第 5 季 精彩 部分	10
给我播放一个法国纪录片脸庞村庄吧	Video-Play	给 我 播放 一个 法国 纪录片 脸庞 村庄 吧	10
放一个听海的翻唱视频看	Video-Play	放 一个 听海 的 翻唱 视频 看	10
动漫黑衣人第一季帮我找一下吧	Video-Play	动漫 黑衣人 第一季 帮 我 找 一下 吧	10
给我来一个吴倩拍摄我只喜欢你的现场花絮	Video-Play	给 我 来 一个 吴倩 拍摄 我 只 喜欢 你 的 现场 花絮	10
播放刘谦在2018年春晚上魔术表演的视频	Video-Play	播放 刘谦 在 2018 年春 晚上 魔术 表演 的 视频	10
七点我想看一下18年岳云鹏孙越爆笑相声合辑	Video-Play	七点 我 想 看 一下 18 年 岳云鹏 孙越 爆笑 相声 合辑	10
播放欧美动漫精灵鼠小弟	Video-Play	播放 欧美 动漫 精灵 鼠 小弟	10
狐妖小红娘播放动漫类的	Video-Play	狐 妖 小 红娘 播放 动漫 类 的	10
今天更新的地平线4的相关视频放一个哈	Video-Play	今天 更新 的 地平线 4 的 相关 视频 放 一个 哈	10
我想看2021年世界女排联赛中国女排VS韩国女排的比赛视频	Video-Play	我 想 看 2021 年 世界 女排 联赛 中国女排 VS 韩国 女排 的 比赛 视频	10
找一下每周三，20点更新的国产动漫	Video-Play	找 一下 每周三 ， 20 点 更新 的 国产 动漫	10
找出5月27日22点播出的动漫	Video-Play	找出 5 月 27 日 22 点 播出 的 动漫	10
找陈奕迅2020年在上海的演唱会视频来放	Video-Play	找 陈奕迅 2020 年 在 上海 的 演唱会 视频 来放	10
播一下晚上20点更新的完美的他的介绍视频	Video-Play	播 一下 晚上 20 点 更新 的 完美 的 他 的 介绍 视频	10
lisa跳attention的视频还有吗我有点想看	Video-Play	lisa 跳 attention 的 视频 还有 吗 我 有点 想 看	10
查找国产动漫镇魂街第二季	Video-Play	查找 国产 动漫 镇魂 街 第二季	10
播放欧美动漫正义联盟	Video-Play	播放 欧美 动漫 正义 联盟	10
给我找一下2021年央视元宵晚会的魔术视频放来看	Video-Play	给 我 找 一下 2021 年 央视 元宵 晚会 的 魔术 视频 放 来看	10
2月4日开始陆续播放的年的味儿还在更新吗我想看看	Video-Play	2 月 4 日 开始 陆续 播放 的 年 的 味儿 还 在 更新 吗 我 想 看看	10
那个中国电视剧陈情令的花絮播放一下吧	Video-Play	那个 中国 电视剧 陈情 令 的 花絮 播放 一下 吧	10
找一部讲述美食的美国纪录片来看	Video-Play	找 一部 讲述 美食 的 美国 纪录片 来看	10
我想要看今年刘半仙解说的迷你世界完整版游戏解说视频	Video-Play	我 想要 看 今年 刘 半仙 解说 的 迷你 世界 完整版 游戏 解说 视频	10
找一个汪峰2019年演唱会的视频	Video-Play	找 一个 汪峰 2019 年 演唱会 的 视频	10
找一下刘涛在2020年跨年晚会上唱歌的视频来看	Video-Play	找 一下 刘涛 在 2020 年 跨 年 晚会 上 唱歌 的 视频 来看	10
帮我找一个做曲奇饼干的视频	Video-Play	帮 我 找 一个 做 曲奇饼 干 的 视频	10
一禅小和尚第4集往后接着播放我要看呢	Video-Play	一禅 小 和尚 第 4 集 往后 接着 播放 我要 看 呢	10
找出来韩庚跳舞的视频	Video-Play	找 出来 韩庚 跳舞 的 视频	10
1月6日播放的新冠疫苗层出不穷还能找到其原视频吗	Video-Play	1 月 6 日 播放 的 新冠 疫苗 层出不穷 还 能 找到 其原 视频 吗	10
回放今天下午5点开始的女子单打网球比赛视频	Video-Play	回放 今天下午 5 点 开始 的 女子单打 网球 比赛 视频	10
今天有什么重大的国际新闻没有，放来看一下	Video-Play	今天 有 什么 重大 的 国际 新闻 没有 ， 放 来看 一下	10
18年在中国大陆播出的动漫非人哉给我播放一下	Video-Play	18 年 在 中国 大陆 播出 的 动漫 非人 哉 给 我 播放 一下	10
播一个晚上20点更新的国产动漫	Video-Play	播 一个 晚上 20 点 更新 的 国产 动漫	10
我想看2021年中国女足加时4比3逆转韩国的比赛视频	Video-Play	我 想 看 2021 年 中国女足 加时 4 比 3 逆转 韩国 的 比赛 视频	10
放一下一人之下第3季相关视频	Video-Play	放 一下 一人之下 第 3 季 相关 视频	10
给我放一个篮球明星杜兰特的NBA视频	Video-Play	给 我 放 一个 篮球 明星 杜兰特 的 NBA 视频	10
今天有没有啥好看的明星八卦新闻，放来看看	Video-Play	今天 有没有 啥 好看 的 明星 八卦新闻 ， 放 来 看看	10
寻找李荣浩早期唱歌视频	Video-Play	寻找 李荣浩 早期 唱歌 视频	10
放一下钟汉良最新电视剧的幕后花絮吧	Video-Play	放 一下 钟汉良 最新 电视剧 的 幕后 花絮 吧	10
2021年在中国播出的司藤景甜cut视频帮我播放吧	Video-Play	2021 年 在 中国 播出 的 司藤景 甜 cut 视频 帮 我 播放 吧	10
看5月12日的纪录片传奇故事	Video-Play	看 5 月 12 日 的 纪录片 传奇 故事	10
帮我找下美国的瑞克和莫蒂的第一集	Video-Play	帮 我 找 下 美国 的 瑞克 和 莫蒂 的 第一集	10
给我放一下国外新闻埃特纳火山再次喷发的视频	Video-Play	给 我 放 一下 国外 新闻 埃特纳 火山 再次 喷发 的 视频	10
播放麻辣女配这个动漫的普通话版	Video-Play	播放 麻辣 女配 这个 动漫 的 普通话 版	10
美国纪录片迈克尔杰克逊就是这样在2009年上映的我想看看	Video-Play	美国 纪录片 迈克尔 杰克逊 就是 这样 在 2009 年 上映 的 我 想 看看	10
我想看周杰伦唱青花瓷的视频	Video-Play	我 想 看 周杰伦 唱 青花瓷 的 视频	10
我要看经典的动漫舒克和贝塔	Video-Play	我要 看 经典 的 动漫 舒克 和 贝塔	10
回放一下昨天的篮球快报	Video-Play	回放 一下 昨天 的 篮球 快报	10
播放王者荣耀游戏直播	Video-Play	播放 王者 荣耀 游戏 直播	10
按顺序播放巧虎早教的相关视频	Video-Play	按 顺序 播放 巧虎 早教 的 相关 视频	10
给我找一下2018年林丹对李宗伟的羽毛球大赛的视频	Video-Play	给 我 找 一下 2018 年林丹 对 李宗伟 的 羽毛球 大赛 的 视频	10
我想看动漫，给我播放一个羊羊运动会精彩解说吧	Video-Play	我 想 看 动漫 ， 给 我 播放 一个 羊羊 运动会 精彩 解说 吧	10
诸葛亮百分之51的输出这个游戏解说视频帮我找找	Video-Play	诸葛亮 百分之 51 的 输出 这个 游戏 解说 视频 帮 我 找 找	10
不知道还能不能找到四川一女子密闭床头发现大蛇的新闻视频	Video-Play	不 知道 还 能 不能 找到 四川 一 女子 密闭 床头 发现 大蛇 的 新闻 视频	10
今天有关于韩国的新闻么，放来看看	Video-Play	今天 有 关于 韩国 的 新闻 么 ， 放 来 看看	10
接着放第3集葫芦小金刚是动漫啊别放错了	Video-Play	接着 放 第 3 集 葫芦 小金刚 是 动漫 啊 别 放错 了	10
播放一下国创动漫斗罗大陆	Video-Play	播放 一下 国创 动漫 斗罗 大陆	10
马上给放3点钟就开始播的吃鸡游戏的直播	Video-Play	马上 给 放 3 点钟 就 开始 播 的 吃 鸡 游戏 的 直播	10
郭敬明的小时代幕后花絮放一下	Video-Play	郭敬明 的 小 时代 幕后 花絮 放 一下	10
看国产动漫斗罗大陆	Video-Play	看 国产 动漫 斗罗 大陆	10
给我搜索一下去年世界女子体操比赛的精彩片段视频	Video-Play	给 我 搜索 一下 去年 世界 女子 体操比赛 的 精彩 片段 视频	10
纪录片无影灯下第十六集帮我查询一下	Video-Play	纪录片 无影灯 下 第十六集 帮 我 查询 一下	10
我想看2020年谍战电视剧新世界的花絮	Video-Play	我 想 看 2020 年谍 战 电视剧 新世界 的 花絮	10
找一下每周五，10点更新的国产动漫	Video-Play	找 一下 每周五 ， 10 点 更新 的 国产 动漫	10
刘涛最新一期直播帮我找一下	Video-Play	刘涛 最新 一期 直播 帮 我 找 一下	10
向往的生活播放一下	Video-Play	向往 的 生活 播放 一下	10
动漫憨豆先生第三季帮我找一下吧	Video-Play	动漫 憨豆 先生 第三季 帮 我 找 一下 吧	10
让我们看个益智类动画啊	Video-Play	让 我们 看个 益智类 动画 啊	10
5月21日的游戏视频遭遇演员阵容逆袭翻盘可不可以帮我找下呀	Video-Play	5 月 21 日 的 游戏 视频 遭遇 演员阵容 逆袭 翻盘 可不可以 帮 我 找 下 呀	10
搜索一下鬼吹灯2的第五章播放	Video-Play	搜索 一下 鬼吹灯 2 的 第五章 播放	10
我想看5月17日吴海首刊大片的视频	Video-Play	我 想 看 5 月 17 日 吴海 首刊 大片 的 视频	10
2021年的科幻类动漫英雄觉醒吧放给我	Video-Play	2021 年 的 科幻 类 动漫 英雄 觉醒 吧 放 给 我	10
放一下钟汉良2020年在浙江卫视春晚的演出视频	Video-Play	放 一下 钟汉良 2020 年 在 浙江 卫视 春晚 的 演出 视频	10
给我放一个蔡少芬唱歌的视频	Video-Play	给 我 放 一个 蔡少芬 唱歌 的 视频	10
给我播放2019年二青会蹦床比赛的视频	Video-Play	给 我 播放 2019 年二青会 蹦床 比赛 的 视频	10
快放今天晚上七点直播的绝地求生游戏	Video-Play	快放 今天 晚上 七点 直播 的 绝地 求生 游戏	10
请继续帮我播放郭德纲21年相声精选的第五章	Video-Play	请 继续 帮 我 播放 郭德纲 21 年 相声 精选 的 第五章	10
我想看下去年在成团夜唱的BANG BANG	Video-Play	我 想 看 下去 年 在 成团 夜唱 的 BANG   BANG	10
随便播一个2021年晚上零点30更新的动漫	Video-Play	随便 播 一个 2021 年 晚上 零点 30 更新 的 动漫	10
找个4月25号的绝地求生游戏讲解视频来看	Video-Play	找个 4 月 25 号 的 绝地 求生 游戏 讲解 视频 来看	10
我想看蔡徐坤参加奔跑吧5聊身高欺负妹妹的视频	Video-Play	我 想 看 蔡 徐坤 参加 奔跑 吧 5 聊 身高 欺负 妹妹 的 视频	10
随便播一个2021年晚上23点45更新的动漫	Video-Play	随便 播 一个 2021 年 晚上 23 点 45 更新 的 动漫	10
快点找出来有关电视剧白眉大侠的相关视频	Video-Play	快点 找 出来 有关 电视剧 白眉 大侠 的 相关 视频	10
我要看乒乓球的现场比赛合集	Video-Play	我要 看 乒乓球 的 现场 比赛 合集	10
香港的电影唐伯虎点秋香的介绍视频播放出来	Video-Play	香港 的 电影 唐伯虎 点秋香 的 介绍 视频 播放 出来	10
给我找几个吉克隽逸的摇滚音乐演出视频	Video-Play	给 我 找 几个 吉克隽逸 的 摇滚音乐 演出 视频	10
我现在想看和平精英的解说	Video-Play	我 现在 想 看 和平 精英 的 解说	10
我想看昨天下午的搏击比赛	Video-Play	我 想 看 昨天下午 的 搏击 比赛	10
给我放一下凤凰传奇2021年在吉林春晚唱歌真的视频	Video-Play	给 我 放 一下 凤凰 传奇 2021 年 在 吉林 春晚 唱歌 真的 视频	10
找出来张哲瀚跳舞的视频	Video-Play	找 出来 张哲瀚 跳舞 的 视频	10
播一个周杰伦2020年嘉年华世界巡回演唱会的唱歌视频	Video-Play	播 一个 周杰伦 2020 年 嘉年华 世界 巡回演唱 会 的 唱歌 视频	10
现在播放北京地区的新闻	Video-Play	现在 播放 北京地区 的 新闻	10
我想看2021年3月9日单依纯发行的合唱单曲《漂洋过海来看你》的视频。	Video-Play	我 想 看 2021 年 3 月 9 日单 依纯 发行 的 合唱 单曲 《 漂洋过海 来看 你 》 的 视频 。	10
帮我二叔放个沈从文的文章视频	Video-Play	帮 我 二叔 放个 沈从文 的 文章 视频	10
我女神李知恩iu出道十周年在韩国举办的那个演唱会视频还能找得到完整版吗	Video-Play	我 女神 李 知恩 iu 出道 十周年 在 韩国 举办 的 那个 演唱会 视频 还 能 找 得到 完整版 吗	10
查找张韶涵在2019年跨年演唱会上演唱的视频	Video-Play	查找 张韶涵 在 2019 年 跨 年 演唱会 上 演唱 的 视频	10
查找国产动漫百妖谱第二季	Video-Play	查找 国产 动漫 百妖谱 第二季	10
帮我找一个做土豆炖牛腩的视频	Video-Play	帮 我 找 一个 做 土豆 炖 牛腩 的 视频	10
我想看郭德纲和于谦说相声的视频	Video-Play	我 想 看 郭德纲 和 于 谦 说 相声 的 视频	10
能否帮我打开今年3月09日播放的这里是雅江河谷的样子	Video-Play	能否 帮 我 打开 今年 3 月 09 日 播放 的 这里 是 雅江 河谷 的 样子	10
2019年都市爱情电视剧致我们暖暖的小时光的花絮播放一下	Video-Play	2019 年 都市 爱情 电视剧 致 我们 暖暖的 小时 光 的 花絮 播放 一下	10
周冬雨的电影幕后花絮有么，放来看看	Video-Play	周 冬雨 的 电影 幕后 花絮 有 么 ， 放 来 看看	10
给我播放一个虞书欣参加青春有你的特写视频	Video-Play	给 我 播放 一个 虞书欣 参加 青春 有 你 的 特写 视频	10
给我转播英雄联盟竞技塞的现场	Video-Play	给 我 转播 英雄 联盟 竞技 塞 的 现场	10
给我直播一下今天炮哥吃鸡的视频	Video-Play	给 我 直播 一下 今天 炮哥 吃 鸡 的 视频	10
能不能给我找下2015年1月26日艾玛·沃特森作为联合国妇女署亲善大使，参加达沃斯论坛向CEO们谈女权的视频	Video-Play	能 不能 给 我 找 下 2015 年 1 月 26 日艾玛 · 沃特森 作为 联合国 妇女 署 亲善大使 ， 参加 达沃斯 论坛 向 CEO 们 谈 女权 的 视频	10
放胡歌的电视剧的花絮	Video-Play	放 胡歌 的 电视剧 的 花絮	10
我想看霍建华电视剧的幕后花絮	Video-Play	我 想 看 霍 建华 电视剧 的 幕后 花絮	10
韩国电影釜山行的剧情介绍帮我找一下	Video-Play	韩国 电影 釜山 行 的 剧情 介绍 帮 我 找 一下	10
给我播放5月23日直播的和平精英宇宙飞船爆炸后的的解密的游戏视频	Video-Play	给 我 播放 5 月 23 日 直播 的 和平 精英 宇宙飞船 爆炸 后 的 的 解密 的 游戏 视频	10
放2018年王者荣耀冠军杯比赛视频	Video-Play	放 2018 年 王者 荣耀 冠军杯 比赛 视频	10
打开腾讯视频帮我播放有关中国大案的纪录片吧	Video-Play	打开 腾讯 视频 帮 我 播放 有关 中国 大案 的 纪录片 吧	10
给我重新播放08年奥运会何雯娜蹦床比赛现场视频	Video-Play	给 我 重新 播放 08 年 奥运会 何雯娜 蹦床 比赛 现场 视频	10
2021年在中国播出的拜托，快结婚吧的介绍视频帮我播放吧	Video-Play	2021 年 在 中国 播出 的 拜托 ， 快 结婚 吧 的 介绍 视频 帮 我 播放 吧	10
给我转播一下中午12点的安徽午间新闻三分钟剪辑	Video-Play	给 我 转播 一下 中午 12 点 的 安徽 午间 新闻 三分钟 剪辑	10
帮我找一个做芒果慕斯的视频	Video-Play	帮 我 找 一个 做 芒果 慕斯 的 视频	10
随便播一个2021年晚上10点更新的动漫	Video-Play	随便 播 一个 2021 年 晚上 10 点 更新 的 动漫	10
给我播放张艺兴跳舞的视频	Video-Play	给 我 播放 张艺兴 跳舞 的 视频	10
我想看古装电视剧骊歌行幕后花絮	Video-Play	我 想 看 古装 电视剧 骊歌 行 幕后 花絮	10
给我找下2014年羽毛球世锦赛男双决赛的视频	Video-Play	给 我 找 下 2014 年 羽毛球 世锦赛 男双 决赛 的 视频	10
我要看战斗动漫山河剑心	Video-Play	我要 看 战斗 动漫 山河 剑 心	10
我想看日本电视剧女神探夏洛克第二集的花絮帮我播放一下	Video-Play	我 想 看 日本 电视剧 女神 探 夏洛克 第二集 的 花絮 帮 我 播放 一下	10
找一下孙俪的电视剧安家的幕后花絮	Video-Play	找 一下 孙俪 的 电视剧 安家 的 幕后 花絮	10
查一下有哪几部欧洲纪录片好看的，播来看看	Video-Play	查 一下 有 哪 几部 欧洲 纪录片 好看 的 ， 播来 看看	10
找出来王嘉尔跳舞的视频	Video-Play	找 出来 王嘉尔 跳舞 的 视频	10
找一下日本动漫冰菓	Video-Play	找 一下 日本 动漫 冰 菓	10
4月24日讲解的嚣张无极限死的很难看这个游戏讲解视频给我再播放一次吧	Video-Play	4 月 24 日 讲解 的 嚣张 无极限 死 的 很 难看 这个 游戏 讲解 视频 给 我 再 播放 一次 吧	10
查找动漫咒术回战第三集	Video-Play	查找 动漫 咒术 回战 第三集	10
查询一下天天向上的视频	Video-Play	查询 一下 天天向上 的 视频	10
播放经典国漫三毛历险记的第10集	Video-Play	播放 经典 国漫 三毛 历险记 的 第 10 集	10
绝地求生比赛的视频播一下	Video-Play	绝地 求生 比赛 的 视频 播 一下	10
请帮我播放一下昨天王者荣耀况技赛的过程	Video-Play	请 帮 我 播放 一下 昨天 王者 荣耀 况技赛 的 过程	10
播放欧美动漫小黄人	Video-Play	播放 欧美 动漫 小 黄人	10
我想2009年12月24日，汪峰在平安夜于深圳举办不插电演唱会的视频	Video-Play	我 想 2009 年 12 月 24 日 ， 汪峰 在 平安夜 于 深圳 举办 不 插 电 演唱会 的 视频	10
播放一个美国摇滚音乐MV来看	Video-Play	播放 一个 美国 摇滚音乐 MV 来看	10
我想看时代少年团在3月1日拍摄广告时的现场花絮	Video-Play	我 想 看 时代 少年 团在 3 月 1 日 拍摄 广告 时 的 现场 花絮	10
转播下午五点的王者荣耀游戏直播讲解	Video-Play	转播 下午 五点 的 王者 荣耀 游戏 直播 讲解	10
我想看5月23日在意大利发生的缆车事故的新闻视频	Video-Play	我 想 看 5 月 23 日 在 意大利 发生 的 缆车 事故 的 新闻 视频	10
小猪佩奇给儿子放一下	Video-Play	小猪 佩奇 给 儿子 放 一下	10
我想看李维周深在中国好声音一起演唱贝加尔湖的视频	Video-Play	我 想 看 李维周 深 在 中国 好 声音 一起 演唱 贝加尔湖 的 视频	10
给我看下亚洲杯韩国韩国淘汰巴林的比赛视频吧	Video-Play	给 我 看 下 亚洲杯 韩国 韩国 淘汰 巴林 的 比赛 视频 吧	10
我要看2012年的动漫大闹天宫	Video-Play	我要 看 2012 年 的 动漫 大闹天宫	10
想看薛之谦认真的雪的幕后花絮	Video-Play	想 看 薛之谦 认真 的 雪 的 幕后 花絮	10
找一些李敏镐五月份的影视片段让我看一下	Video-Play	找 一些 李敏 镐 五月份 的 影视片 段 让 我 看 一下	10
播放一下蒙面唱将猜猜猜	Video-Play	播放 一下 蒙面 唱 将 猜猜猜	10
播放一个李准基主演的电视剧的介绍视频	Video-Play	播放 一个 李准 基 主演 的 电视剧 的 介绍 视频	10
请帮我放一下2020年春晚魔术表演的视频	Video-Play	请 帮 我 放 一下 2020 年 春晚 魔术 表演 的 视频	10
明星伙伴这个韩国电视剧的花絮帮我播放一下	Video-Play	明星 伙伴 这个 韩国 电视剧 的 花絮 帮 我 播放 一下	10
好想看美国的成龙历险记啊能找到吗	Video-Play	好 想 看 美国 的 成龙 历险记 啊 能 找到 吗	10
播一下晚上22点更新的光荣与梦想的花絮	Video-Play	播 一下 晚上 22 点 更新 的 光荣 与 梦想 的 花絮	10
给我播放古筝大师王中山的古筝曲	Video-Play	给 我 播放 古筝 大师 王 中山 的 古筝曲	10
给我放纪录片生门第五集	Video-Play	给 我 放 纪录片 生门 第五集	10
我想看谢可露露连续秒杀李白6次的那个游戏视频	Video-Play	我想 看谢 可 露露 连续 秒杀 李白 6 次 的 那个游戏 视频	10
我想看硬糖少女303今年唱双马尾的视频	Video-Play	我 想 看 硬糖 少女 303 今年 唱双 马尾 的 视频	10
成都AG超会玩的比赛视频帮我找一下	Video-Play	成都 AG 超会 玩 的 比赛 视频 帮 我 找 一下	10
重庆QGhappy比赛的视频帮我找一下	Video-Play	重庆 QGhappy 比赛 的 视频 帮 我 找 一下	10
查询一下跑男5的相关视频	Video-Play	查询 一下 跑 男 5 的 相关 视频	10
阴阳师游戏的视频播一下	Video-Play	阴阳师 游戏 的 视频 播 一下	10
播放一个金素妍主演的电视剧的介绍视频	Video-Play	播放 一个 金素妍 主演 的 电视剧 的 介绍 视频	10
周杰伦的歌曲MV帮我搜索一下	Video-Play	周杰伦 的 歌曲 MV 帮 我 搜索 一下	10
找一个讲述美国地理环境的纪录片来看	Video-Play	找 一个 讲述 美国 地理环境 的 纪录片 来看	10
蔡依林的歌曲MV帮我搜索一下	Video-Play	蔡依林 的 歌曲 MV 帮 我 搜索 一下	10
鬼畜调教视频里面找个今天投稿的	Video-Play	鬼畜 调教 视频 里面 找个 今天 投稿 的	10
2014年巴西世界杯给我回放一下吧	Video-Play	2014 年 巴西 世界杯 给 我 回放 一下 吧	10
播放周日上的王牌对王牌	Video-Play	播放 周日 上 的 王牌 对 王牌	10
打开腾讯视频我要看5月3号下午3点直播的那个纪录片	Video-Play	打开 腾讯 视频 我要 看 5 月 3 号 下午 3 点 直播 的 那个 纪录片	10
周二下午3点要看QQ飞车手游S联赛直播哦	Video-Play	周二 下午 3 点要 看 QQ 飞车 手游 S 联赛 直播 哦	10
那个泰国电视剧宫第五集花絮帮我播放一下	Video-Play	那个 泰国 电视剧 宫 第五集 花絮 帮 我 播放 一下	10
给我随便放个动画片	Video-Play	给 我 随便 放个 动画片	10
查找动漫火影忍者	Video-Play	查找 动漫 火影忍者	10
美食纪录片人舌尖上的中国给我找一下	Video-Play	美食 纪录片 人 舌尖 上 的 中国 给 我 找 一下	10
放一下2020年那英的跨年演唱会视频	Video-Play	放 一下 2020 年 那英 的 跨 年 演唱会 视频	10
查找电影阿甘正传的讲解视频	Video-Play	查找 电影 阿甘正传 的 讲解 视频	10
帮我找一个做意大利面的视频	Video-Play	帮 我 找 一个 做 意大利 面 的 视频	10
转播下午2点的高尔夫球比赛现场	Video-Play	转播 下午 2 点 的 高尔夫球 比赛 现场	10
今天播放偶像来了	Video-Play	今天 播放 偶像 来 了	10
找到并播放81年的动漫九色鹿	Video-Play	找到 并 播放 81 年 的 动漫 九色鹿	10
找一下日本动漫我的青春恋爱物语果然有问题	Video-Play	找 一下 日本 动漫 我 的 青春 恋爱 物语 果然 有 问题	10
给我播放昨天的蔡徐坤的情人MV	Video-Play	给 我 播放 昨天 的 蔡 徐坤 的 情人 MV	10
我想看日本纪录片中国之食文化	Video-Play	我 想 看 日本 纪录片 中国 之 食文化	10
有没有林心如唱歌的视频啊，放来看看	Video-Play	有没有 林心如 唱歌 的 视频 啊 ， 放 来 看看	10
QQ飞车比赛的视频播一下	Video-Play	QQ 飞车 比赛 的 视频 播 一下	10
播一个晚上18点更新的国产动漫	Video-Play	播 一个 晚上 18 点 更新 的 国产 动漫	10
回放2012年孙杨的游泳比赛视频	Video-Play	回放 2012 年 孙 杨 的 游泳 比赛 视频	10
