x	y	cut_x	y_label_idx
我想知道昆明明天早上会不会下小雨。	Weather-Query	我 想 知道 昆明 明天 早上 会 不会 下 小雨 。	11
最近一周大理会有大风出现吗	Weather-Query	最近 一周 大 理会 有 大风 出现 吗	11
查询海南最高温度多少	Weather-Query	查询 海南 最高 温度 多少	11
哈尔滨今天晚上有小雪吗	Weather-Query	哈尔滨 今天 晚上 有 小雪 吗	11
下周末去兰州穿什么合适啊	Weather-Query	下周末 去 兰州 穿 什么 合适 啊	11
明天空气指数怎么样	Weather-Query	明天 空气 指数 怎么样	11
浙江今天有没有台风登陆	Weather-Query	浙江 今天 有没有 台风 登陆	11
下周三晚上大庆需要多加衣物吗？	Weather-Query	下周三 晚上 大庆 需要 多加 衣物 吗 ？	11
我今天想去公园玩，会不会冷啊	Weather-Query	我 今天 想 去 公园 玩 ， 会 不会 冷 啊	11
哈尔滨最近穿衣指数怎么样	Weather-Query	哈尔滨 最近 穿衣 指数 怎么样	11
武汉明天紫外线指数怎么样	Weather-Query	武汉 明天 紫外线 指数 怎么样	11
请帮我查出近期河北各省气温总指数	Weather-Query	请 帮 我 查出 近期 河北 各省 气温 总 指数	11
过两天的温度怎么样有没有小雨	Weather-Query	过 两天 的 温度 怎么样 有没有 小雨	11
查询1月江西是多降雨吗	Weather-Query	查询 1 月 江西 是 多 降雨 吗	11
我想确定一下后天的紫外线指数	Weather-Query	我 想 确定 一下 后天 的 紫外线 指数	11
贵阳那边天气怎么样	Weather-Query	贵阳 那边 天气 怎么样	11
明天海淀是下雨吗	Weather-Query	明天 海淀 是 下雨 吗	11
帮我查询周日宁波会下雨吗	Weather-Query	帮 我 查询 周日 宁波 会 下雨 吗	11
后天南京的温度是多少摄氏度	Weather-Query	后天 南京 的 温度 是 多少 摄氏度	11
给我看下2020年青岛的降水情况	Weather-Query	给 我 看 下 2020 年 青岛 的 降水 情况	11
前天上海刮风了吗	Weather-Query	前天 上海 刮风 了 吗	11
查看重庆湿度报告	Weather-Query	查看 重庆 湿度 报告	11
周日傍晚台风有几级	Weather-Query	周日 傍晚 台风 有 几级	11
江西的空气质量稳定吗	Weather-Query	江西 的 空气质量 稳定 吗	11
东海明天的风向是什么	Weather-Query	东海 明天 的 风向 是 什么	11
我要去汕尾告诉我穿什么穿多厚合适	Weather-Query	我要 去 汕尾 告诉 我 穿 什么 穿多厚 合适	11
鞍山后天会不会下雨啊	Weather-Query	鞍山 后天 会 不会 下雨 啊	11
查询播放周三哈尔滨是晴天吗	Weather-Query	查询 播放 周三 哈尔滨 是 晴天 吗	11
查询下周沧州气温会偏高吗	Weather-Query	查询 下周 沧州 气温 会 偏 高 吗	11
外边几度啊冷不冷	Weather-Query	外边 几度 啊 冷不冷	11
这周平均降雨量多少	Weather-Query	这 周 平均 降雨量 多少	11
天池景区今天平均温度多少	Weather-Query	天池 景区 今天 平均温度 多少	11
嘉兴明天会不会有大雨	Weather-Query	嘉兴 明天 会 不会 有 大雨	11
查一下威海紫外线指数	Weather-Query	查 一下 威海 紫外线 指数	11
查询江西会大面积降雨吗	Weather-Query	查询 江西 会 大面积 降雨 吗	11
查询后天江苏会大面积降雨吗	Weather-Query	查询 后天 江苏 会 大面积 降雨 吗	11
帮我查一下秦皇岛会不会有沙尘暴。	Weather-Query	帮 我查 一下 秦皇岛 会 不会 有 沙尘暴 。	11
好几天没有刮风了周三也不会刮风吧查一下	Weather-Query	好 几天 没有 刮风 了 周三 也 不会 刮风 吧 查 一下	11
我明天要去北京，请帮我看一下明天的天气怎么样？	Weather-Query	我 明天 要 去 北京 ， 请 帮 我 看 一下 明天 的 天气 怎么样 ？	11
今天兰州天气干不干啊	Weather-Query	今天 兰州 天气 干不干 啊	11
查询未来一月大连紫外线会偏高吗	Weather-Query	查询 未来 一月 大连 紫外线 会 偏 高 吗	11
佳木斯气温可能会上升吗	Weather-Query	佳木斯 气温 可能 会 上升 吗	11
查查鸡西明天的气温	Weather-Query	查查 鸡西 明天 的 气温	11
成都今天下午有雨吗	Weather-Query	成都 今天下午 有雨 吗	11
后天广州是晴天吗	Weather-Query	后天 广州 是 晴天 吗	11
搜索明天玉林空气质量	Weather-Query	搜索 明天 玉林 空气质量	11
查询未来一周沧州为阴天吗	Weather-Query	查询 未来 一周 沧州 为 阴天 吗	11
周日南昌是晴天吗	Weather-Query	周日 南昌 是 晴天 吗	11
廊坊后天会不会下雨	Weather-Query	廊坊 后天 会 不会 下雨	11
播放近期太原气温	Weather-Query	播放 近期 太原 气温	11
明天气温适宜穿半袖吗	Weather-Query	明天 气温 适宜 穿 半袖 吗	11
明天有雾霾吗	Weather-Query	明天 有雾 霾 吗	11
告诉我今儿石家庄的平均温度	Weather-Query	告诉 我 今儿 石家庄 的 平均温度	11
昆明气温变化会偏大吗	Weather-Query	昆明 气温 变化 会 偏大 吗	11
上海今天紫外线指数怎么样	Weather-Query	上海 今天 紫外线 指数 怎么样	11
上个月山东下冰雹了吗	Weather-Query	上个月 山东 下 冰雹 了 吗	11
昆明现在能穿短袖了吗	Weather-Query	昆明 现在 能 穿 短袖 了 吗	11
大理紫外线指数多少	Weather-Query	大理 紫外线 指数 多少	11
查询下周兰州气温会偏高吗	Weather-Query	查询 下周 兰州 气温 会 偏 高 吗	11
查询今天三峡会不会下雪	Weather-Query	查询 今天 三峡 会 不会 下雪	11
查询一下长沙后天是否会下雨？	Weather-Query	查询 一下 长沙 后天 是否 会 下雨 ？	11
锦州温度降低了，会有雨夹雪吗	Weather-Query	锦州 温度 降低 了 ， 会 有 雨夹雪 吗	11
西安湿度多少	Weather-Query	西安 湿度 多少	11
外面雨大吗	Weather-Query	外面 雨大 吗	11
明天七点海淀多少度	Weather-Query	明天 七点 海淀 多少度	11
丽江空气质量怎么样	Weather-Query	丽江 空气质量 怎么样	11
我想知道苏州紫外线指数是多少。	Weather-Query	我 想 知道 苏州 紫外线 指数 是 多少 。	11
北京今天的天气质量怎么样	Weather-Query	北京 今天 的 天气 质量 怎么样	11
帮我看一下哈尔滨现在的温度	Weather-Query	帮 我 看 一下 哈尔滨 现在 的 温度	11
郑州明天早上会不会下雪呢	Weather-Query	郑州 明天 早上 会 不会 下雪 呢	11
上周台湾有刮台风吗	Weather-Query	上周 台湾 有 刮 台风 吗	11
详细播放河南的湿度情况	Weather-Query	详细 播放 河南 的 湿度 情况	11
这周香港天气如何	Weather-Query	这 周 香港 天气 如何	11
告诉我一下喀什周二的穿衣指数	Weather-Query	告诉 我 一下 喀什 周二 的 穿衣 指数	11
泰州以前发生过泥石流没有	Weather-Query	泰州 以前 发生 过 泥石流 没有	11
查询未来一月甘肃紫外线会偏高吗	Weather-Query	查询 未来 一月 甘肃 紫外线 会 偏 高 吗	11
今天的温度高适合穿短袖	Weather-Query	今天 的 温度 高 适合 穿 短袖	11
星期五云南湿度指数是多少	Weather-Query	星期五 云南 湿度 指数 是 多少	11
正定机场周一天气如何飞机能飞吧	Weather-Query	正定 机场 周一 天气 如何 飞机 能飞 吧	11
上月武夷山刮风次数多吗	Weather-Query	上 月 武夷山 刮风 次数 多 吗	11
丽江那边天气怎么样？	Weather-Query	丽江 那边 天气 怎么样 ？	11
我就想查一下明天下雨么	Weather-Query	我 就 想查 一下 明天 下雨 么	11
查询下月圣保罗市气温是偏高吗	Weather-Query	查询 下 月 圣保罗市 气温 是 偏 高 吗	11
我想了解这周末甘肃是否会降水	Weather-Query	我 想 了解 这 周末 甘肃 是否 会 降水	11
周三会降温吗	Weather-Query	周三 会 降温 吗	11
广州今天上午会不会下雨	Weather-Query	广州 今天上午 会 不会 下雨	11
下周一有沙尘暴吗	Weather-Query	下周一 有 沙尘暴 吗	11
后天的通化最高多少度	Weather-Query	后天 的 通化 最高 多少度	11
淄博是不是明天就能到15度了	Weather-Query	淄博 是不是 明天 就 能 到 15 度 了	11
周四北流有没有西北风	Weather-Query	周四 北流 有没有 西北风	11
查询明天重庆紫外线指数	Weather-Query	查询 明天 重庆 紫外线 指数	11
请问今天的紫外线是多少	Weather-Query	请问 今天 的 紫外线 是 多少	11
提醒我明天江南可能会下雪	Weather-Query	提醒 我 明天 江南 可能 会 下雪	11
继续播放嘉庆近一个月的降水情况	Weather-Query	继续 播放 嘉庆 近 一个月 的 降水 情况	11
搜索明天哈尔滨空气变化	Weather-Query	搜索 明天 哈尔滨 空气 变化	11
查询在海淀我能不能穿外套出去	Weather-Query	查询 在 海淀 我能 不能 穿 外套 出去	11
查询明天湿度怎么样	Weather-Query	查询 明天 湿度 怎么样	11
周二石家庄有没有雨	Weather-Query	周二 石家庄 有没有 雨	11
浏阳明天是雨天吗	Weather-Query	浏阳 明天 是 雨天 吗	11
查询珠海的湿度高吗	Weather-Query	查询 珠海 的 湿度 高 吗	11
查询云南5月会开始逐步回温吗	Weather-Query	查询 云南 5 月 会 开始 逐步 回温 吗	11
合肥空气质量较好吗	Weather-Query	合肥 空气质量 较 好 吗	11
查询近期大理气温会逐渐回温吗	Weather-Query	查询 近期 大理 气温 会 逐渐 回温 吗	11
杭州后天是晴天吗	Weather-Query	杭州 后天 是 晴天 吗	11
详细播报明早台北的天气情况	Weather-Query	详细 播报 明早 台北 的 天气情况	11
我想知道苏州下周的降水情况	Weather-Query	我 想 知道 苏州 下周 的 降水 情况	11
星期二天津会下雨吗	Weather-Query	星期二 天津 会 下雨 吗	11
福州这周没有暴雨吧	Weather-Query	福州 这 周 没有 暴雨 吧	11
台湾近期会出现沙尘暴吗	Weather-Query	台湾 近期 会 出现 沙尘暴 吗	11
前天山西是下雨了吗	Weather-Query	前天 山西 是 下雨 了 吗	11
今天东南沿海可以穿短袖出去吗	Weather-Query	今天 东南 沿海 可以 穿 短袖 出去 吗	11
查询播放未来一周香港天气状况	Weather-Query	查询 播放 未来 一周 香港 天气状况	11
厦门的空气质量是较好吗	Weather-Query	厦门 的 空气质量 是 较 好 吗	11
查询明天沈阳室内气温如何	Weather-Query	查询 明天 沈阳 室内 气温 如何	11
台北明天能晴天吧	Weather-Query	台北 明天 能 晴天 吧	11
下周香港空气质量怎么样	Weather-Query	下周 香港 空气质量 怎么样	11
北票未来三天降水量多少	Weather-Query	北票 未来 三天 降水量 多少	11
明天有雾吗	Weather-Query	明天 有雾 吗	11
喀什冬天平均多少度	Weather-Query	喀什 冬天 平均 多少度	11
查询未来一月嘉庆紫外线会偏高吗	Weather-Query	查询 未来 一月 嘉庆 紫外线 会 偏 高 吗	11
北京天气怎么样，适合跑马拉松吗	Weather-Query	北京 天气 怎么样 ， 适合 跑 马拉松 吗	11
南京明天冷不冷啊	Weather-Query	南京 明天 冷不冷 啊	11
我想知道冬天紫外线指数是不是较低。	Weather-Query	我 想 知道 冬天 紫外线 指数 是不是 较 低 。	11
温州3月2号几度适合穿什么衣服	Weather-Query	温州 3 月 2 号 几度 适合 穿 什么 衣服	11
五一期间三亚几度	Weather-Query	五一 期间 三亚 几度	11
今天下午有雨吗需要带伞吗	Weather-Query	今天下午 有雨 吗 需要 带伞 吗	11
查询杭州近期气温如何	Weather-Query	查询 杭州 近期 气温 如何	11
后天义乌会下雨吗	Weather-Query	后天 义乌 会 下雨 吗	11
周三到周五汕尾那边没有暴雨吧	Weather-Query	周三 到 周五 汕尾 那边 没有 暴雨 吧	11
我想知道今天北京的体感温度是多少	Weather-Query	我 想 知道 今天 北京 的 体感 温度 是 多少	11
昨天义务下雨了吗	Weather-Query	昨天 义务 下雨 了 吗	11
5号上海虽然高温但是会有少量的小雨	Weather-Query	5 号 上海 虽然 高温 但是 会 有 少量 的 小雨	11
上月香港是不是刮沙尘暴了	Weather-Query	上 月 香港 是不是 刮 沙尘暴 了	11
查询这周日海南是晴天吗	Weather-Query	查询 这 周日 海南 是 晴天 吗	11
帮我查查北流下周的平均温度呗	Weather-Query	帮 我 查查 北流 下周 的 平均温度 呗	11
河南明天会下雪吗	Weather-Query	河南 明天 会 下雪 吗	11
查询江西这周日是否会降雪	Weather-Query	查询 江西 这 周日 是否 会 降雪	11
后天北京的温度是多少摄氏度	Weather-Query	后天 北京 的 温度 是 多少 摄氏度	11
播放昨天的空气质量变化	Weather-Query	播放 昨天 的 空气质量 变化	11
请查询播放明天有哪些地区下冰雹	Weather-Query	请 查询 播放 明天 有 哪些 地区 下 冰雹	11
明天武当山空气质量良吗	Weather-Query	明天 武当山 空气质量 良 吗	11
查询河南的天气稳定吗	Weather-Query	查询 河南 的 天气 稳定 吗	11
今晚多少度，我要去看冰灯的	Weather-Query	今晚 多少度 ， 我要 去 看 冰灯 的	11
下周一飞西安，那边天气怎么样？	Weather-Query	下周一 飞 西安 ， 那边 天气 怎么样 ？	11
要不要穿羽绒服了去石家庄	Weather-Query	要 不要 穿 羽绒服 了 去 石家庄	11
查询沧州气温变化规律	Weather-Query	查询 沧州 气温 变化规律	11
明天几度，我想去海边了	Weather-Query	明天 几度 ， 我 想 去 海边 了	11
吉林穿衣指数多少	Weather-Query	吉林 穿衣 指数 多少	11
这个星期北京哪天会下雨	Weather-Query	这个 星期 北京 哪天会 下雨	11
嘉兴梅雨什么时候完	Weather-Query	嘉兴 梅雨 什么 时候 完	11
我要知道近一周甘肃气温升降变化	Weather-Query	我要 知道 近 一周 甘肃 气温 升降 变化	11
昆明湿度多少啊我脸都起皮了	Weather-Query	昆明 湿度 多少 啊 我 脸 都 起 皮 了	11
我想知道江宁下周的降水情况	Weather-Query	我 想 知道 江宁 下周 的 降水 情况	11
厦门会刮大风吗	Weather-Query	厦门 会 刮 大风 吗	11
说一下明天会下雨吗	Weather-Query	说 一下 明天 会 下雨 吗	11
28号到31号中山有可能下雨吗	Weather-Query	28 号 到 31 号 中山 有 可能 下雨 吗	11
现在龙海平均气温多少	Weather-Query	现在 龙海 平均气温 多少	11
查询下午重庆大概率会下雨吗	Weather-Query	查询 下午 重庆 大 概率 会 下雨 吗	11
查一下明天大理穿什么合适	Weather-Query	查 一下 明天 大理 穿 什么 合适	11
济南可能会降温吗	Weather-Query	济南 可能 会 降温 吗	11
查干湖明早几度	Weather-Query	查干湖 明早 几度	11
明天上海空气污染指数是良吗	Weather-Query	明天 上海 空气污染 指数 是 良 吗	11
这周三大安会下暴雨吗	Weather-Query	这 周三 大安 会下 暴雨 吗	11
最近江西风大吗	Weather-Query	最近 江西 风大 吗	11
查询杭州穿衣指数	Weather-Query	查询 杭州 穿衣 指数	11
拉萨周末天气适合钓鱼不	Weather-Query	拉萨 周末 天气 适合 钓鱼 不	11
昆明明天可能会刮大风吗	Weather-Query	昆明 明天 可能 会 刮 大风 吗	11
杭州风向如何	Weather-Query	杭州 风向 如何	11
查一下这月重庆风向怎么样	Weather-Query	查 一下 这 月 重庆 风向 怎么样	11
星期四晚上多云，会有雨吗	Weather-Query	星期四 晚上 多云 ， 会 有 雨 吗	11
查询明天泰山雷雨天气	Weather-Query	查询 明天 泰山 雷雨 天气	11
查询后天11点台湾有台风么	Weather-Query	查询 后天 11 点 台湾 有 台风 么	11
明早我要去跑步帮我查下有没有雨	Weather-Query	明早 我要 去 跑步 帮 我 查下 有没有 雨	11
海南明天会下冰雹吗	Weather-Query	海南 明天 会下 冰雹 吗	11
请记录江西气温变化	Weather-Query	请 记录 江西 气温 变化	11
告诉我北流现在的空气质量	Weather-Query	告诉 我 北流 现在 的 空气质量	11
云南今天天气怎么样	Weather-Query	云南 今天天气 怎么样	11
长沙今天的空气湿度是多少	Weather-Query	长沙 今天 的 空气 湿度 是 多少	11
今天南京的降水量能不能测出来	Weather-Query	今天 南京 的 降水量 能 不能 测 出来	11
北京晚上10点能下小雪吗	Weather-Query	北京 晚上 10 点能 下 小雪 吗	11
海南明天八点会不会起雾	Weather-Query	海南 明天 八点 会 不会 起雾	11
你猜下周新疆北部可能下雪吗	Weather-Query	你 猜 下周 新疆 北部 可能 下雪 吗	11
铁岭今天可以穿外套出去吗	Weather-Query	铁岭 今天 可以 穿 外套 出去 吗	11
我需要你看下郑州今天的湿度是多少	Weather-Query	我 需要 你 看 下 郑州 今天 的 湿度 是 多少	11
后天的能见度现在能知道吗	Weather-Query	后天 的 能见度 现在 能 知道 吗	11
天气预报说福州今天有没有暴雨啊	Weather-Query	天气预报 说 福州 今天 有没有 暴雨 啊	11
兰州周日会下雨吗	Weather-Query	兰州 周日 会 下雨 吗	11
明天去鸡西穿毛衣行吗	Weather-Query	明天 去 鸡西 穿 毛衣 行 吗	11
上周五伦敦是刮北风吗	Weather-Query	上周五 伦敦 是 刮 北风 吗	11
下周上海的天气怎么样	Weather-Query	下周 上海 的 天气 怎么样	11
2月4号晚上不会下雨吧	Weather-Query	2 月 4 号 晚上 不会 下雨 吧	11
未来几天天长有可能下雨吗	Weather-Query	未来 几天 天长 有 可能 下雨 吗	11
今天可以洗车不会不会有沙尘暴啊	Weather-Query	今天 可以 洗车 不会 不会 有 沙尘暴 啊	11
明天我可以穿短袖吗	Weather-Query	明天 我 可以 穿 短袖 吗	11
福建明晚会有台风袭击吗	Weather-Query	福建 明 晚会 有 台风 袭击 吗	11
江西现在有风吗	Weather-Query	江西 现在 有风 吗	11
这雪快停了吗要下班了	Weather-Query	这雪 快停了 吗 要 下班 了	11
播放杭州明天的气温指数	Weather-Query	播放 杭州 明天 的 气温 指数	11
杭州大后天是阴天吗	Weather-Query	杭州 大后天 是 阴天 吗	11
明天北京温度会很高吗	Weather-Query	明天 北京 温度 会 很 高 吗	11
我想知道明天会不会下雨	Weather-Query	我 想 知道 明天 会 不会 下雨	11
帮我查一下青岛后天是晴天吗	Weather-Query	帮 我查 一下 青岛 后天 是 晴天 吗	11
广东下个月会有台风吗？	Weather-Query	广东 下个月 会 有 台风 吗 ？	11
双城空气这周末好不好	Weather-Query	双城 空气 这 周末 好不好	11
后天会下雨吗	Weather-Query	后天 会 下雨 吗	11
9月6日上海温度下降吗	Weather-Query	9 月 6 日 上海 温度 下降 吗	11
查询昨天南昌的天气情况	Weather-Query	查询 昨天 南昌 的 天气情况	11
6月9日海南湿度是多少？	Weather-Query	6 月 9 日 海南 湿度 是 多少 ？	11
廊坊昼夜温差大吗	Weather-Query	廊坊 昼夜 温差 大 吗	11
今天晚上抚顺最低温度多少	Weather-Query	今天 晚上 抚顺 最低温度 多少	11
搜索重庆明天的紫外线指数	Weather-Query	搜索 重庆 明天 的 紫外线 指数	11
义乌明天会不会下雨	Weather-Query	义乌 明天 会 不会 下雨	11
查下南昌明天会下雪吗	Weather-Query	查下 南昌 明天 会 下雪 吗	11
查询明天邯郸降雨	Weather-Query	查询 明天 邯郸 降雨	11
衡水下月刮风天数多吗	Weather-Query	衡水 下 月 刮风 天数 多 吗	11
查询上月穿短袖气温会刚好吗	Weather-Query	查询 上 月 穿 短袖 气温 会 刚好 吗	11
是不是快下雨了会下暴雨还是大雨	Weather-Query	是不是 快 下雨 了 会 下 暴雨 还是 大雨	11
海南的风天很大吗	Weather-Query	海南 的 风天 很大 吗	11
长春冬天空气质量好不好呀	Weather-Query	长春 冬天 空气质量 好不好 呀	11
帮我差一下周四西安会不会下雨。	Weather-Query	帮 我 差 一 下周四 西安 会 不会 下雨 。	11
中午三亚的风向是东南风吗	Weather-Query	中午 三亚 的 风向 是 东南风 吗	11
长春在下周三比赛的日子会不会下雨。	Weather-Query	长春 在 下周三 比赛 的 日子 会 不会 下雨 。	11
张家口未来一周的温度和降水情况是怎样的。	Weather-Query	张家口 未来 一周 的 温度 和 降水 情况 是 怎样 的 。	11
请给我播放沈阳的降水量	Weather-Query	请 给 我 播放 沈阳 的 降水量	11
查询一下沧州湿度	Weather-Query	查询 一下 沧州 湿度	11
明天淄博最高气温能到15度不	Weather-Query	明天 淄博 最高 气温 能到 15 度 不	11
明天海淀会下雨吗	Weather-Query	明天 海淀 会 下雨 吗	11
能不能收到明天青岛的日出在几点	Weather-Query	能 不能 收到 明天 青岛 的 日出 在 几点	11
后天出门可以穿长袖吗	Weather-Query	后天 出门 可以 穿 长袖 吗	11
最近大理的穿衣指数怎么样	Weather-Query	最近 大理 的 穿衣 指数 怎么样	11
21号到25号泰州有没有大暴雨	Weather-Query	21 号 到 25 号 泰州 有没有 大暴雨	11
吉林明天可能会出现雨夹雪情况吗	Weather-Query	吉林 明天 可能 会 出现 雨夹雪 情况 吗	11
查看浙江湿度这几天的情况	Weather-Query	查看 浙江 湿度 这 几天 的 情况	11
公主岭周末有没有可能下雪	Weather-Query	公主岭 周末 有没有 可能 下雪	11
重庆穿衣指数怎么样	Weather-Query	重庆 穿衣 指数 怎么样	11
查询明天乌镇紫外线指数会偏高吗	Weather-Query	查询 明天 乌镇 紫外线 指数 会 偏 高 吗	11
清明节西安天气怎么样	Weather-Query	清明节 西安 天气 怎么样	11
持续播放河北今年的气温变化情况	Weather-Query	持续 播放 河北 今年 的 气温 变化 情况	11
查询南京明天可以穿衬衫出门吗	Weather-Query	查询 南京 明天 可以 穿 衬衫 出门 吗	11
查一下这周哪天没有风	Weather-Query	查 一下 这周 哪天 没有 风	11
查询明早沈阳会大幅度降水吗	Weather-Query	查询 明早 沈阳 会 大幅度 降水 吗	11
衡水接下来会多降雨吗	Weather-Query	衡水 接下来 会多 降雨 吗	11
