x	y	cut_x	y_label_idx
能收到的日语电台给我随便拨一个	Radio-Listen	能 收到 的 日语 电台 给 我 随便 拨 一个	7
开始播放北京音乐广播的英文歌	Radio-Listen	开始 播放 北京 音乐 广播 的 英文歌	7
FM969东营生活广播节目给我放一下	Radio-Listen	FM969 东营 生活 广播节目 给 我 放 一下	7
找到内蒙古草原之声的故事会听听	Radio-Listen	找到 内蒙古草原 之声 的 故事会 听听	7
叶纯的城市声音帮我播放一下	Radio-Listen	叶纯 的 城市 声音 帮 我 播放 一下	7
夜晚听老谭的老谭讲故事很不错，在杭州新闻广播播放	Radio-Listen	夜晚 听 老 谭 的 老 谭 讲故事 很 不错 ， 在 杭州 新闻广播 播放	7
给我找到陕西戏曲广播按时间顺序播放里面的花鼓戏节目	Radio-Listen	给 我 找到 陕西 戏曲 广播 按 时间 顺序 播放 里面 的 花鼓戏 节目	7
听一下英文歌 给我找FM88点7	Radio-Listen	听 一下 英文歌   给 我 找 FM88 点 7	7
赶快帮我播放江苏新闻广播的电台节目高爽说法	Radio-Listen	赶快 帮 我 播放 江苏 新闻广播 的 电台节目 高爽 说法	7
我要听北京交通广播的1039交通服务热线	Radio-Listen	我要 听 北京 交通广播 的 1039 交通 服务 热线	7
播放一下频率是一零五点六的扬中人民广播电台	Radio-Listen	播放 一下 频率 是 一零 五点 六 的 扬中 人民 广播电台	7
为我外公播放阿朗演播中国乡村之声的乡村夜话	Radio-Listen	为 我 外公 播放 阿朗 演播 中国 乡村 之声 的 乡村 夜话	7
我想听音乐之声广播	Radio-Listen	我 想 听 音乐 之声 广播	7
请重听频率是一零五点三的盐城人民经济台	Radio-Listen	请 重听 频率 是 一零 五点 三 的 盐城 人民 经济 台	7
我要看经济类的经济之声	Radio-Listen	我要 看 经济 类 的 经济 之声	7
FM92.4海上戏剧麻烦帮我找一下	Radio-Listen	FM92.4 海上 戏剧 麻烦 帮 我 找 一下	7
请播放中央人民广播电台的经济之声	Radio-Listen	请 播放 中央人民广播电台 的 经济 之声	7
准时收听大铭的快乐早点到	Radio-Listen	准时 收听 大铭 的 快乐 早点 到	7
FM103点7的中国之声调那里去	Radio-Listen	FM103 点 7 的 中国 之 声调 那里 去	7
给我播一下100.8的电台节目	Radio-Listen	给 我播 一下 100.8 的 电台节目	7
我要听97.6北京人名广播电台音乐台	Radio-Listen	我要 听 97.6 北京 人 名 广播电台 音乐台	7
听一个林溪主持的毛泽东的故事	Radio-Listen	听 一个 林溪 主持 的 毛泽东 的 故事	7
音乐类的魅力103来听听	Radio-Listen	音乐 类 的 魅力 103 来 听听	7
中华之声播放，就是白强主持的那个	Radio-Listen	中华 之声 播放 ， 就是 白强 主持 的 那个	7
是不是可以播放一下今年爱上男声FM呢	Radio-Listen	是不是 可以 播放 一下 今年 爱上 男声 FM 呢	7
收听频率是八九点零的襄樊交通音乐台	Radio-Listen	收听 频率 是 八九点 零 的 襄樊 交通 音乐台	7
放一个姚兰主持的温暖的家	Radio-Listen	放 一个 姚兰 主持 的 温暖 的 家	7
遂溪人民广播电台给我连着上次听到的地方收听吧	Radio-Listen	遂溪 人民 广播电台 给 我 连 着 上次 听到 的 地方 收听 吧	7
享受蜻蜓fm电台里的歌曲	Radio-Listen	享受 蜻蜓 fm 电台 里 的 歌曲	7
收听频率是一零七点八的励志电台	Radio-Listen	收听 频率 是 一零 七点 八 的 励志 电台	7
现在给我循环收听赵鹏的交通新闻	Radio-Listen	现在 给 我 循环 收听 赵鹏 的 交通 新闻	7
播放王子主持的FM98点5	Radio-Listen	播放 王子 主持 的 FM98 点 5	7
找到FM102点6的四川电台	Radio-Listen	找到 FM102 点 6 的 四川 电台	7
调到FM106点1的四川新闻广播找个一兰主播	Radio-Listen	调到 FM106 点 1 的 四川 新闻广播 找个 一兰主播	7
按时间顺序播放陕西交通广播的节目	Radio-Listen	按 时间 顺序 播放 陕西 交通广播 的 节目	7
新闻台的重庆之声帮我找一找	Radio-Listen	新闻台 的 重庆 之声 帮 我 找 一 找	7
看看张楠主持的音乐之声	Radio-Listen	看看 张楠 主持 的 音乐 之声	7
电台节目放一个雨亭主持的记号	Radio-Listen	电台节目 放 一个 雨亭 主持 的 记号	7
接着上次的好口才都不仅靠训练而来	Radio-Listen	接着 上次 的 好 口才 都 不仅 靠 训练 而 来	7
马上给我放一个徐凯的路况信息	Radio-Listen	马上 给 我 放 一个 徐凯 的 路况 信息	7
可以继续收听一下刘沙主持的今日路况速报吗	Radio-Listen	可以 继续 收听 一下 刘沙 主持 的 今日 路况 速报 吗	7
即刻收听FM102.5的体育广播	Radio-Listen	即刻 收听 FM102.5 的 体育 广播	7
放言研的好用分享	Radio-Listen	放言 研的 好 用 分享	7
找到梦田8点到9点的音乐甜甜圈	Radio-Listen	找到 梦田 8 点到 9 点 的 音乐 甜甜 圈	7
把赵征主持的AM747电台里阅读时光节目打开	Radio-Listen	把 赵征 主持 的 AM747 电台 里 阅读 时光 节目 打开	7
2021年的小黄瓜电台播放一下	Radio-Listen	2021 年 的 小黄瓜 电台 播放 一下	7
我想听一个频率是九九点八的广州电台风云962呢	Radio-Listen	我 想 听 一个 频率 是 九九 点八 的 广州 电台 风云 962 呢	7
收听频率是八七点六的开心茶馆	Radio-Listen	收听 频率 是 八七 点 六 的 开心 茶馆	7
给我收听一个频率是一零五点三的襄樊文艺台	Radio-Listen	给 我 收听 一个 频率 是 一零 五点 三 的 襄樊 文艺 台	7
帮我拨一下张楠主持的1039新闻早报	Radio-Listen	帮 我 拨 一下张 楠 主持 的 1039 新闻 早报	7
我一会儿准备就要听中央广播电台的新闻联播	Radio-Listen	我 一会儿 准备 就要 听 中央广播电台 的 新闻联播	7
播放王玲主持的音乐飞扬	Radio-Listen	播放 王玲 主持 的 音乐 飞扬	7
我想你给我放寅子主持的音乐之声	Radio-Listen	我 想 你 给 我 放寅子 主持 的 音乐 之声	7
请调到FM91.8的湖南交通广播电台	Radio-Listen	请调 到 FM91.8 的 湖南 交通 广播电台	7
拨到FM97龙光爱家频道听一帮到底	Radio-Listen	拨到 FM97 龙光 爱家 频道 听 一帮 到底	7
调到蓝天I的畅通密语	Radio-Listen	调 到 蓝天 I 的 畅通 密语	7
野史下酒就恶霸波那个播出一下	Radio-Listen	野史 下酒 就 恶霸 波 那个 播出 一下	7
收听江苏交通网的联通新势力男生宿舍	Radio-Listen	收听 江苏 交通网 的 联通新 势力 男生宿舍	7
来继续收听频率是九零点零的南澳电台	Radio-Listen	来 继续 收听 频率 是 九 零点 零 的 南澳 电台	7
频率是九三点二的荆州电台新闻频道可以收听一下吗	Radio-Listen	频率 是 九 三点 二 的 荆州 电台 新闻频道 可以 收听 一下 吗	7
放音乐类的襄樊交通音乐台	Radio-Listen	放 音乐 类 的 襄樊 交通 音乐台	7
河南交通广播里的世界正当午是王晓主播的快搜索一下	Radio-Listen	河南 交通广播 里 的 世界 正当 午是 王晓主播 的 快 搜索 一下	7
立即播放情感疗愈节目解忧电台	Radio-Listen	立即 播放 情感 疗愈 节目 解忧 电台	7
能不能来一个音乐电台节目给我呢	Radio-Listen	能 不能 来 一个 音乐 电台节目 给 我 呢	7
播放安徽广播电台张雷主持的幸福不晚点	Radio-Listen	播放 安徽 广播电台 张雷 主持 的 幸福 不 晚点	7
听个刘晓的节目就畅听交广线吧	Radio-Listen	听个 刘晓 的 节目 就 畅 听 交广线 吧	7
麻烦找到陕西戏曲广播按时间顺序播放里面的花鼓戏节目	Radio-Listen	麻烦 找到 陕西 戏曲 广播 按 时间 顺序 播放 里面 的 花鼓戏 节目	7
频率是九八点一的东方明珠移动电视MMTV收听一下吧	Radio-Listen	频率 是 九 八点 一 的 东方明珠 移动 电视 MMTV 收听 一下 吧	7
我想要听广州音乐之声给我调到102点7去	Radio-Listen	我 想要 听 广州 音乐 之声 给 我 调到 102 点 7 去	7
我想收一下天津广播的音乐不打烊这个广播	Radio-Listen	我 想 收 一下 天津 广播 的 音乐 不 打烊 这个 广播	7
我要听一会儿陈呈的I的星空秀在FM95点5	Radio-Listen	我要 听 一会儿 陈呈 的 I 的 星空 秀 在 FM95 点 5	7
现在放一下王林的电台节目独家记忆	Radio-Listen	现在 放 一下 王林 的 电台节目 独家 记忆	7
频率是九九点六的中央人民广播电台第二套节目给我收听一下吧	Radio-Listen	频率 是 九九 点 六 的 中央人民广播电台 第二套 节目 给 我 收听 一下 吧	7
FM104点3走进博洋快帮我放一下	Radio-Listen	FM104 点 3 走进 博洋快 帮 我 放 一下	7
放一个频率是九七点五的江苏文艺广播电台	Radio-Listen	放 一个 频率 是 九 七点 五 的 江苏 文艺 广播电台	7
循环收听挥霍的爱上男声FM	Radio-Listen	循环 收听 挥霍 的 爱 上 男声 FM	7
给我转到中央人民广播电台的音乐之声	Radio-Listen	给 我 转到 中央人民广播电台 的 音乐 之声	7
给我找夏天和大军在FM101点7主持的早安四川	Radio-Listen	给 我 找 夏天 和 大军 在 FM101 点 7 主持 的 早安 四川	7
不要停中央广播电台里的音乐	Radio-Listen	不要 停 中央广播电台 里 的 音乐	7
是否可以收听经济类的辽宁经济给我听	Radio-Listen	是否 可以 收听 经济 类 的 辽宁 经济 给 我 听	7
收听频率是八八点七的清远人民广播电台可以不可以呢	Radio-Listen	收听 频率 是 八 八点 七 的 清远 人民 广播电台 可以 不 可以 呢	7
我要听广播调到FM98点1的四川电台	Radio-Listen	我要 听 广播 调到 FM98 点 1 的 四川 电台	7
我需要收听频率是一零三点九的欢乐正前方	Radio-Listen	我 需要 收听 频率 是 一零 三点 九 的 欢乐 正前方	7
请放元铁主持的远距离会谈	Radio-Listen	请放元 铁 主持 的 远距离 会谈	7
快给我听一下刘江主持的婚姻介绍所	Radio-Listen	快给我 听 一下 刘江 主持 的 婚姻 介绍所	7
我想你继续收听深圳人民广播电台第一台	Radio-Listen	我 想 你 继续 收听 深圳 人民 广播电台 第一台	7
安徽人民广播在95点5帮我拨一下	Radio-Listen	安徽 人民 广播 在 95 点 5 帮 我 拨 一下	7
我想知道下午六点钟恩平人民广播电台在播放什么	Radio-Listen	我 想 知道 下午 六点钟 恩平 人民 广播电台 在 播放 什么	7
收听一下经济类的湖北娱乐电台经济台可以吗	Radio-Listen	收听 一下 经济 类 的 湖北 娱乐 电台 经济 台 可以 吗	7
给我调到幺零三点零的音乐频道	Radio-Listen	给 我 调到 幺 零 三点 零 的 音乐频道	7
循环放一下郑晶主持的晶晶讲话	Radio-Listen	循环 放 一下 郑晶 主持 的 晶晶 讲话	7
调大连体育广播就FM105点7听微醺生活	Radio-Listen	调 大连 体育 广播 就 FM105 点 7 听 微醺 生活	7
我想听一会频率是八八点六浠水电台经济生活频道呢	Radio-Listen	我 想 听 一会 频率 是 八 八点 六 浠水 电台 经济 生活 频道 呢	7
回放中午杭州之声李琪播的光影恋歌	Radio-Listen	回放 中午 杭州 之声 李琪播 的 光影 恋歌	7
小莫主持的南风窗电台现在播放下呢	Radio-Listen	小莫 主持 的 南风窗 电台 现在 播放 下 呢	7
我先听中央人民广播电台的音乐之声	Radio-Listen	我 先 听 中央人民广播电台 的 音乐 之声	7
来一个星阑的风茶馆播一下吧	Radio-Listen	来 一个 星 阑 的 风 茶馆 播 一下 吧	7
你能把财经类的第一财经广播频率给我听听吗	Radio-Listen	你 能 把 财经类 的 第一 财经 广播 频率 给 我 听听 吗	7
听中国国际广播电台在FMF88点2	Radio-Listen	听 中国国际广播电台 在 FMF88 点 2	7
能不能收听康辉主播的新闻电台	Radio-Listen	能 不能 收听 康辉 主播 的 新闻 电台	7
让我听一下CNR老年之声的长篇联播	Radio-Listen	让 我 听 一下 CNR 老年 之声 的 长篇 联播	7
帮我放一下98点7福建人民广播电台交通音乐台的节目	Radio-Listen	帮 我 放 一下 98 点 7 福建 人民 广播电台 交通 音乐台 的 节目	7
电台主持李凝主持的电台节目帮我播放一下	Radio-Listen	电台 主持 李凝 主持 的 电台节目 帮 我 播放 一下	7
为了四级考试，现在我要听FM92.3的北京外语广播学习	Radio-Listen	为了 四级 考试 ， 现在 我要 听 FM92.3 的 北京 外语 广播 学习	7
我需要听一个频率是九五点一的珠海人民广播电台第一台呢	Radio-Listen	我 需要 听 一个 频率 是 九五 点 一 的 珠海 人民 广播电台 第一台 呢	7
到喜马拉雅电台再收听一下郭德纲的相声	Radio-Listen	到 喜马拉雅 电台 再 收听 一下 郭德纲 的 相声	7
是不是可以播放会交通类的羊城交通广播电台呢	Radio-Listen	是不是 可以 播放 会 交通 类 的 羊城 交通 广播电台 呢	7
给我收听频率是九九点零的中央电台中国之声（第一套）呢	Radio-Listen	给 我 收听 频率 是 九九 点 零 的 中央 电台 中国 之声 （ 第一套 ） 呢	7
重复收听陈亮主持的旅行者的故事	Radio-Listen	重复 收听 陈亮 主持 的 旅行者 的 故事	7
重新放一下频率是八九点一的翻唱电台	Radio-Listen	重新 放 一下 频率 是 八九点 一 的 翻唱 电台	7
听晓彤的I畅游生活	Radio-Listen	听晓彤 的 I 畅游 生活	7
请调到FM90.7频率的音乐	Radio-Listen	请调 到 FM90.7 频率 的 音乐	7
我一定要收听FM107太原交通广播	Radio-Listen	我 一定 要 收听 FM107 太原 交通广播	7
给我拨那个蜻蜓FM的科学有故事听	Radio-Listen	给 我 拨 那个 蜻蜓 FM 的 科学 有 故事 听	7
这个时段正放英文歌的电台找一个	Radio-Listen	这个 时段 正放 英文歌 的 电台 找 一个	7
我想听一会张青主持的中华之声	Radio-Listen	我 想 听 一会 张青 主持 的 中华 之声	7
帮我拨一下蚌埠人民广播电台新闻台在107点9	Radio-Listen	帮 我 拨 一下 蚌埠 人民 广播电台 新闻台 在 107 点 9	7
帮我我随机找一个新闻电台啊	Radio-Listen	帮 我 我 随机 找 一个 新闻 电台 啊	7
给我听一个开浩御书房的反脆弱	Radio-Listen	给 我 听 一个 开浩御 书房 的 反 脆弱	7
我需要一个音乐类的云梦交通音乐台听一会呢	Radio-Listen	我 需要 一个 音乐 类 的 云梦 交通 音乐台 听 一会 呢	7
这个林贺和梁洪主播的汽车天下听这不错，帮我搜一下	Radio-Listen	这个 林贺 和 梁洪主播 的 汽车 天下 听 这 不错 ， 帮 我 搜 一下	7
我要听谷枫和菲菲主持的FM93浙江交通之声	Radio-Listen	我要 听 谷枫 和菲菲 主持 的 FM93 浙江 交通 之声	7
我要听97点6北京人名广播电台音乐台	Radio-Listen	我要 听 97 点 6 北京 人 名 广播电台 音乐台	7
我想听一会交通类的羊城交通广播电台呢	Radio-Listen	我 想 听 一会 交通 类 的 羊城 交通 广播电台 呢	7
现在请收听胡翼主持的胡翼讲话	Radio-Listen	现在 请 收听 胡翼 主持 的 胡翼 讲话	7
找一个在放轻音乐的音乐电台来	Radio-Listen	找 一个 在 放 轻音乐 的 音乐 电台 来	7
FM88点4丰城电台的节目帮我放一下	Radio-Listen	FM88 点 4 丰城 电台 的 节目 帮 我 放 一下	7
收听经济类的重庆经济电台	Radio-Listen	收听 经济 类 的 重庆 经济 电台	7
请帮我播放一下FM1058梅州交通广播电台的节目	Radio-Listen	请 帮 我 播放 一下 FM1058 梅州 交通 广播电台 的 节目	7
吴浪主持的下班万岁请帮我播放一下	Radio-Listen	吴浪 主持 的 下班 万岁 请 帮 我 播放 一下	7
我现在就要听中央广播电台的新闻联播	Radio-Listen	我 现在 就要 听 中央广播电台 的 新闻联播	7
找一找竹影的有声戏	Radio-Listen	找 一 找 竹影 的 有声 戏	7
哪个生活电台在教做饭找给我	Radio-Listen	哪个 生活 电台 在 教 做饭 找 给 我	7
频率是九三点八的安陆电台随机收听一个吧	Radio-Listen	频率 是 九 三点 八 的 安陆 电台 随机 收听 一个 吧	7
循环收听频率是八七点六的话说天下	Radio-Listen	循环 收听 频率 是 八七 点六 的话 说 天下	7
收听一个张杰的话说天下广播	Radio-Listen	收听 一个 张杰 的话 说 天下 广播	7
音乐类的广东人民广播电台音乐台播放给我听听吧	Radio-Listen	音乐 类 的 广东 人民 广播电台 音乐台 播放 给 我 听听 吧	7
想听FM103.9	Radio-Listen	想 听 FM103.9	7
接着拨拨到FM105点8那儿听摩登1058	Radio-Listen	接着 拨 拨 到 FM105 点 8 那儿 听 摩登 1058	7
我要听一个频率是九一点五的中国国际广播电台	Radio-Listen	我要 听 一个 频率 是 九 一点 五 的 中国国际广播电台	7
看看九二点九的香港电台第一台在播放什么	Radio-Listen	看看 九二 点 九 的 香港电台 第一台 在 播放 什么	7
给我来一个频率是一零一点九的十堰音乐交通台	Radio-Listen	给 我 来 一个 频率 是 一零 一点 九 的 十堰 音乐 交通 台	7
来连着上次青音主持的中国之声收听行不行	Radio-Listen	来 连 着 上次 青音 主持 的 中国 之声 收听 行不行	7
请调到武军的1039交通服务热线	Radio-Listen	请调 到 武军 的 1039 交通 服务 热线	7
按顺序播放苏州曲艺广播里面的越剧类节目	Radio-Listen	按 顺序 播放 苏州 曲艺 广播 里面 的 越剧 类节目	7
拨去周六的梦幻至尊金榜轮就是几个主持人流主持的那个	Radio-Listen	拨 去 周六 的 梦幻 至尊 金榜 轮 就是 几个 主持人 流 主持 的 那个	7
收听频率是一零四点七的山东生活频道	Radio-Listen	收听 频率 是 一零 四点 七 的 山东 生活 频道	7
找个正放英语歌的音乐电台听	Radio-Listen	找个 正放 英语歌 的 音乐 电台 听	7
你能给我收听频率是八七点六的北京人民广播文艺台吗	Radio-Listen	你 能 给 我 收听 频率 是 八七 点 六 的 北京 人民 广播 文艺 台 吗	7
放一个频率是一零四点零的无锡人民广播电台经济台	Radio-Listen	放 一个 频率 是 一零 四点 零 的 无锡 人民 广播电台 经济 台	7
想看听婉莹主持的中国之声电台	Radio-Listen	想 看 听婉莹 主持 的 中国 之声 电台	7
听轩萱的生命启示录在FM106点1	Radio-Listen	听轩 萱 的 生命 启示录 在 FM106 点 1	7
经济类的中央人民广播电台二台经济之声收听给我吧	Radio-Listen	经济 类 的 中央人民广播电台 二台 经济 之声 收听 给 我 吧	7
上海交通广播电台里的都市夜归人现在可以听，这是叶扬的节目	Radio-Listen	上海 交通 广播电台 里 的 都市 夜归人 现在 可以 听 ， 这是 叶扬 的 节目	7
现在就打开FM106.7的华语音乐排行榜	Radio-Listen	现在 就 打开 FM106.7 的 华语音乐 排行榜	7
子系的节目亲子时光在文艺台调那儿去	Radio-Listen	子系 的 节目 亲子 时光 在 文艺 台调 那儿 去	7
听上海人民广播电台拨过去FM93点4	Radio-Listen	听 上海 人民 广播电台 拨 过去 FM93 点 4	7
能给我来一个频率是九七点九的山东人民广播电台经济频道	Radio-Listen	能 给 我 来 一个 频率 是 九 七点 九 的 山东 人民 广播电台 经济 频道	7
现在可以听艺海说宝吧调北京文艺广播去	Radio-Listen	现在 可以 听艺海 说宝 吧 调 北京 文艺 广播 去	7
来一个经济类的浠水电台经济生活频道可以吗	Radio-Listen	来 一个 经济 类 的 浠水 电台 经济 生活 频道 可以 吗	7
找到夜里11点开始的相约在路上	Radio-Listen	找到 夜里 11 点 开始 的 相约 在 路上	7
收听中央广播电台的千里共良宵	Radio-Listen	收听 中央广播电台 的 千里 共 良宵	7
快给我听一下北京文艺广播的话说天下	Radio-Listen	快给我 听 一下 北京 文艺 广播 的话 说 天下	7
请帮我调到幺零零点六零频率的北京广播电台	Radio-Listen	请 帮 我 调到 幺 零 零点 六零 频率 的 北京 广播电台	7
找快乐11点就石鑫的主播	Radio-Listen	找 快乐 11 点 就 石鑫 的 主播	7
是不是能给我收听一个频率是九五点四的湖北人民广播电台新闻台	Radio-Listen	是不是 能 给 我 收听 一个 频率 是 九 五点四 的 湖北 人民 广播电台 新闻台	7
988A的主打歌那个节目听它	Radio-Listen	988A 的 主打 歌 那个 节目 听 它	7
能不能把辽宁交通这个交通电台给我放出来	Radio-Listen	能 不能 把 辽宁 交通 这个 交通 电台 给 我 放 出来	7
给我来一个交通类的大连交通可以吗	Radio-Listen	给 我 来 一个 交通 类 的 大连 交通 可以 吗	7
给我调回到中央人民广播电台的音乐之声	Radio-Listen	给 我 调 回到 中央人民广播电台 的 音乐 之声	7
今天看韩力主持的北京音乐广播爱得更久点	Radio-Listen	今天 看 韩力 主持 的 北京 音乐 广播 爱得 更久点	7
我想收听FM87.6的文艺广播	Radio-Listen	我 想 收听 FM87.6 的 文艺 广播	7
快给我调回到中国之声的午间新闻	Radio-Listen	快给我 调 回到 中国 之声 的 午间 新闻	7
播放中央人民广播电台的神州之声	Radio-Listen	播放 中央人民广播电台 的 神州 之声	7
给我收听一下文艺类的黄冈电台文艺台	Radio-Listen	给 我 收听 一下 文艺类 的 黄冈 电台 文艺 台	7
放一下频率是一零零点八的常熟人民广播电台海虞之声	Radio-Listen	放 一下 频率 是 一零 零点 八 的 常熟 人民 广播电台 海虞之声	7
再听一遍中国之声里面的新闻	Radio-Listen	再 听 一遍 中国 之声 里面 的 新闻	7
给我找去FM89点4的四川电台经济频率	Radio-Listen	给 我 找 去 FM89 点 4 的 四川 电台 经济 频率	7
FM97点4正放纯音乐呢吧拨过去	Radio-Listen	FM97 点 4 正放 纯音乐 呢 吧 拨 过去	7
我一会儿要看频率是FM96.6的经济之声	Radio-Listen	我 一会儿 要 看 频率 是 FM96.6 的 经济 之声	7
我们现在想收听频率是一零三点九的行走天下	Radio-Listen	我们 现在 想 收听 频率 是 一零 三点 九 的 行走 天下	7
请续放竹子的竹子电台	Radio-Listen	请续 放 竹子 的 竹子 电台	7
你能收听一下交通类的武汉人民广播电台交通台呢	Radio-Listen	你 能 收听 一下 交通 类 的 武汉 人民 广播电台 交通 台 呢	7
请帮我播放FM89点6的电台节目	Radio-Listen	请 帮 我 播放 FM89 点 6 的 电台节目	7
调到节目邓泽宇的歌曲分享	Radio-Listen	调 到 节目 邓泽宇 的 歌曲 分享	7
调到幺零零点六零频率的北京广播电台	Radio-Listen	调到 幺 零 零点 六零 频率 的 北京 广播电台	7
给我放一下频率是一零三点九的交通新闻	Radio-Listen	给 我 放 一下 频率 是 一零 三点 九 的 交通 新闻	7
帮我调子桐的话说天下	Radio-Listen	帮 我 调子 桐 的话 说 天下	7
收听北京新闻广播的北京新闻	Radio-Listen	收听 北京 新闻广播 的 北京 新闻	7
都市792频率89点9帮我放一下	Radio-Listen	都市 792 频率 89 点 9 帮 我 放 一下	7
请给拨到大事一锡话胡锡进电台的	Radio-Listen	请 给 拨 到 大事 一锡话 胡锡进 电台 的	7
明天准时收听湖北广播电台的新闻	Radio-Listen	明天 准时 收听 湖北 广播电台 的 新闻	7
我要听频率是九七点九的山东人民广播电台经济频道	Radio-Listen	我要 听 频率 是 九 七点 九 的 山东 人民 广播电台 经济 频道	7
给我找到北京外语广播听一下英语广播剧场	Radio-Listen	给 我 找到 北京 外语 广播 听 一下 英语 广播 剧场	7
去听一听中央人民广播电台的神州之声	Radio-Listen	去 听 一 听 中央人民广播电台 的 神州 之声	7
调FM104点5旅游之声听听1045family	Radio-Listen	调 FM104 点 5 旅游 之声 听听 1045family	7
我就要听中国之声的新闻	Radio-Listen	我 就要 听 中国 之声 的 新闻	7
放频率是八九点六的如东人民广播电台	Radio-Listen	放 频率 是 八九点 六 的 如东 人民 广播电台	7
给我收听素人广播，桃子主持的	Radio-Listen	给 我 收听 素人 广播 ， 桃子 主持 的	7
来一个频率是九二点五的中央人民广播电台三台音乐之声	Radio-Listen	来 一个 频率 是 九 二点五 的 中央人民广播电台 三台 音乐 之声	7
是否可以来继续频率九八点三的新会人民广播电台上次听到的地方啊	Radio-Listen	是否 可以 来 继续 频率 九 八点 三 的 新会 人民 广播电台 上次 听到 的 地方 啊	7
帮我调到吕鲁波的小说连播	Radio-Listen	帮 我 调到 吕鲁波 的 小说 连播	7
给我放一个广播方达的新闻天天谈	Radio-Listen	给 我 放 一个 广播 方达 的 新闻 天天 谈	7
帮我播放杨凌之声的节目	Radio-Listen	帮 我 播放 杨凌之声 的 节目	7
