x	y	cut_x	y_label_idx
快点告诉我一下吕梁始发的动车哪天有票	Travel-Query	快点 告诉 我 一下 吕梁 始发 的 动车 哪天 有票	9
马上就让我知道汉堡始发的飞机是几点的呢	Travel-Query	马上 就让 我 知道 汉堡 始发 的 飞机 是 几点 的 呢	9
19点有珠海始发去汕头的长途车不	Travel-Query	19 点有 珠海 始发 去 汕头 的 长途车 不	9
到轻工技工学校怎么走	Travel-Query	到 轻工 技工学校 怎么 走	9
怎么到湘江世纪城啊	Travel-Query	怎么 到 湘江 世纪 城 啊	9
今天到武汉来不及了，找一个明天最早的高铁	Travel-Query	今天 到 武汉 来不及 了 ， 找 一个 明天 最早 的 高铁	9
下周一早上9点去苏瓦的经济舱。	Travel-Query	下周一 早上 9 点去 苏瓦 的 经济舱 。	9
开车走国道的去福州该怎么走告诉我一下呗	Travel-Query	开车 走 国道 的 去 福州 该 怎么 走 告诉 我 一下 呗	9
你好好给我看看蚌埠始发的高铁是7点的吗	Travel-Query	你 好好 给 我 看看 蚌埠 始发 的 高铁 是 7 点 的 吗	9
厦门飞往洛杉矶的航班明天有票不	Travel-Query	厦门 飞往 洛杉矶 的 航班 明天 有票 不	9
明天12点飞北京的机票还有没有了	Travel-Query	明天 12 点飞 北京 的 机票 还有 没有 了	9
到南阳怎么走啊	Travel-Query	到 南阳 怎么 走 啊	9
我想知道12月6日去米兰的经济舱价格。	Travel-Query	我 想 知道 12 月 6 日去 米兰 的 经济舱 价格 。	9
规划一下到儿童医院的路线	Travel-Query	规划 一下 到 儿童医院 的 路线	9
帮我找到抚州的路线	Travel-Query	帮 我 找到 抚州 的 路线	9
速度的让我知道舟山开来的动车是今天的吗	Travel-Query	速度 的 让 我 知道 舟山 开来 的 动车 是 今天 的 吗	9
周六我要去洛阳看牡丹，现在还能不能订汽车票到洛阳	Travel-Query	周六 我要 去 洛阳 看 牡丹 ， 现在 还 能 不能 订 汽车票 到 洛阳	9
我要30秒后知道福州开往北京的高铁今天有票吗	Travel-Query	我要 30 秒 后 知道 福州 开往 北京 的 高铁 今天 有票 吗	9
长沙去往沈阳的动车哪天有票啊	Travel-Query	长沙 去往 沈阳 的 动车 哪天 有票 啊	9
帮我找一下到物美超市的路	Travel-Query	帮 我 找 一下 到 物美 超市 的 路	9
从拉萨到稻城有没有客车去的	Travel-Query	从 拉萨 到 稻城 有没有 客车 去 的	9
搜索附近的晨光文具店	Travel-Query	搜索 附近 的 晨光 文具店	9
走路怎么到大黑石	Travel-Query	走路 怎么 到 大 黑石	9
我要到贺州去找下路	Travel-Query	我要 到 贺州 去 找 下路	9
帮我查查长沙去往哈尔滨的动车哪天有票啊	Travel-Query	帮 我 查查 长沙 去往 哈尔滨 的 动车 哪天 有票 啊	9
三亚飞巴黎的飞机哪天才有呢	Travel-Query	三亚 飞 巴黎 的 飞机 哪 天才 有 呢	9
最近的一班到北京的火车是几点	Travel-Query	最近 的 一班 到 北京 的 火车 是 几点	9
查一查西宁发往北京的大巴明天有没有票	Travel-Query	查一查 西宁 发 往 北京 的 大巴 明天 有没有 票	9
去建业公司怎么做公交	Travel-Query	去 建业 公司 怎么 做 公交	9
怎么到人民南路十号啊	Travel-Query	怎么 到 人民 南路 十号 啊	9
赶快查查规划一下回家红绿灯最少的路线	Travel-Query	赶快 查查 规划 一下 回家 红绿灯 最少 的 路线	9
查下广州飞上海的机票还有吗	Travel-Query	查下 广州 飞 上海 的 机票 还有 吗	9
说说今天有长春去武汉的火车吗	Travel-Query	说 说 今天 有 长春 去 武汉 的 火车 吗	9
查查一下从芜湖到南陵的路线	Travel-Query	查查 一下 从 芜湖 到 南陵 的 路线	9
问问九江飞重庆的飞机起飞了吗	Travel-Query	问问 九江 飞 重庆 的 飞机 起飞 了 吗	9
赶快的查询安顺开过来的客车是几点呢	Travel-Query	赶快 的 查询 安顺 开 过来 的 客车 是 几点 呢	9
请给我看看到开远三一二医院怎么走快	Travel-Query	请 给 我 看看 到 开远 三 一二 医院 怎么 走快	9
立刻告诉我北京开往广州的复兴号开车了没	Travel-Query	立刻 告诉 我 北京 开往 广州 的 复兴号 开车 了 没	9
到贵阳的开车路线	Travel-Query	到 贵阳 的 开车 路线	9
现在问你一下来一张最快飞包头的机票	Travel-Query	现在 问 你 一 下来 一张 最快 飞 包头 的 机票	9
查查然后告诉我自驾车去大理的路线	Travel-Query	查查 然后 告诉 我 自驾车 去 大理 的 路线	9
到湖南常德怎么走才到	Travel-Query	到 湖南 常德 怎么 走 才 到	9
北京到上海的机票9月9号的	Travel-Query	北京 到 上海 的 机票 9 月 9 号 的	9
周六晚上7点去贵阳的高铁票价格。	Travel-Query	周六 晚上 7 点去 贵阳 的 高铁 票 价格 。	9
11月11日从北京去东京的航班在什么时候。	Travel-Query	11 月 11 日 从 北京 去 东京 的 航班 在 什么 时候 。	9
我需要你让我知道17点有濮阳始发的大客车不	Travel-Query	我 需要 你 让 我 知道 17 点有 濮阳 始发 的 大客车 不	9
我要去焦作查一下5号的火车票	Travel-Query	我要 去 焦作 查 一下 5 号 的 火车票	9
找一下到重庆荣昌区的路	Travel-Query	找 一下 到 重庆 荣昌 区 的 路	9
我想知道去昆明旅游经济舱价格	Travel-Query	我 想 知道 去 昆明 旅游 经济舱 价格	9
看下国际博览中心走那条路快	Travel-Query	看 下 国际博览 中心 走 那条 路快	9
差一下到重庆荣昌区的路	Travel-Query	差 一下 到 重庆 荣昌 区 的 路	9
嘉兴15号到扬州的汽车票还有吗	Travel-Query	嘉兴 15 号 到 扬州 的 汽车票 还有 吗	9
快点看看郑州到驻马店的大客到站了没有呢	Travel-Query	快点 看看 郑州 到 驻马店 的 大客 到 站 了 没有 呢	9
帮我找到菏泽的路线	Travel-Query	帮 我 找到 菏泽 的 路线	9
这周我要坐火车回北京，现在有票没	Travel-Query	这周 我 要 坐火车 回 北京 ， 现在 有票 没	9
我要查5月29去上海的经济舱。	Travel-Query	我 要查 5 月 29 去 上海 的 经济舱 。	9
西单到天坛公园不行如何走才合适呢	Travel-Query	西单 到 天坛公园 不行 如何 走 才 合适 呢	9
厦门开往北京的高铁今天有票吗	Travel-Query	厦门 开往 北京 的 高铁 今天 有票 吗	9
我要去洛阳涧西区看看怎么走	Travel-Query	我要 去 洛阳 涧西区 看看 怎么 走	9
怎么去安庆大悦城啊还有汽车票吗	Travel-Query	怎么 去 安庆 大悦 城 啊 还有 汽车票 吗	9
到喀什莎车县得开多久啊	Travel-Query	到 喀什 莎车县 得开 多久 啊	9
9点23到济南西的高铁票还有吧	Travel-Query	9 点 23 到 济南 西 的 高铁 票 还有 吧	9
查询并把去酒店红绿灯最少的路线告诉告诉我	Travel-Query	查询 并 把 去 酒店 红绿灯 最少 的 路线 告诉 告诉 我	9
九点十堰发车去孝感的火车票还有吗	Travel-Query	九点 十堰 发车 去 孝感 的 火车票 还有 吗	9
查询一下然后告诉我去学校的最快路线	Travel-Query	查询 一下 然后 告诉 我 去 学校 的 最快 路线	9
能帮我看下去青海旅游的往返路程规划吗	Travel-Query	能 帮 我 看 下去 青海 旅游 的 往返 路程 规划 吗	9
找一下步行到最近的星巴克的路	Travel-Query	找 一下 步行 到 最近 的 星巴克 的 路	9
从威海去哈尔滨飞机票还有吗	Travel-Query	从 威海 去 哈尔滨 飞机票 还有 吗	9
从长沙到哈尔滨最快的一趟航班是哪趟。	Travel-Query	从 长沙 到 哈尔滨 最快 的 一趟 航班 是 哪趟 。	9
怎么才能去琼海啊走高速	Travel-Query	怎么 才能 去 琼海 啊 走 高速	9
怎么去通海啊坐车	Travel-Query	怎么 去 通海 啊 坐车	9
给我查查20点飞新加坡的机票还有吗	Travel-Query	给 我 查查 20 点飞 新加坡 的 机票 还有 吗	9
5月10日去厦门的火车票价格。	Travel-Query	5 月 10 日去 厦门 的 火车票 价格 。	9
查查并把回单位的骑车路线告诉我一下	Travel-Query	查查 并 把 回 单位 的 骑车 路线 告诉 我 一下	9
4点发车的武昌站到西安站的火车票还有吗	Travel-Query	4 点 发车 的 武昌站 到 西安站 的 火车票 还有 吗	9
赶快让我知道明天有飞桂林的飞机吗	Travel-Query	赶快 让 我 知道 明天 有飞 桂林 的 飞机 吗	9
去安徽怎么开车最快	Travel-Query	去 安徽 怎么 开车 最快	9
查找规划一下去体育馆红绿灯最少的路线	Travel-Query	查找 规划 一 下去 体育馆 红绿灯 最少 的 路线	9
我想看一下巴黎到罗马的机票是不是直达的	Travel-Query	我 想 看 一下 巴黎 到 罗马 的 机票 是不是 直达 的	9
帮我查下G51动车还有票吗	Travel-Query	帮 我 查下 G51 动车 还有 票 吗	9
现在告诉我海口飞北京的航班还有没有头等舱	Travel-Query	现在 告诉 我 海口 飞 北京 的 航班 还有 没有 头等舱	9
看看伊斯坦堡飞来的客机是哪天到呢	Travel-Query	看看 伊斯坦堡 飞来 的 客机 是 哪天 到 呢	9
现在能不能查下9点的D22还有票吗	Travel-Query	现在 能 不能 查下 9 点 的 D22 还有 票 吗	9
5月16日从南京去济南的航班在什么时候。	Travel-Query	5 月 16 日 从 南京 去 济南 的 航班 在 什么 时候 。	9
从南京到吴江有几条路啊	Travel-Query	从 南京 到 吴江 有 几条 路 啊	9
回酒店红绿灯最少的路线教教我啊	Travel-Query	回 酒店 红绿灯 最少 的 路线 教教 我 啊	9
立刻回答我是不是可以给我订几张去银川的机票	Travel-Query	立刻 回答 我 是不是 可以 给 我订 几张 去 银川 的 机票	9
快让我知道11点飞伦敦的机票还有吗	Travel-Query	快 让 我 知道 11 点飞 伦敦 的 机票 还有 吗	9
去公园的最快路是哪一条	Travel-Query	去 公园 的 最快 路 是 哪一条	9
去广州，马上为我导航一下	Travel-Query	去 广州 ， 马上 为 我 导航 一下	9
这个月我想去青岛玩，帮我买一张下午三点的高铁票	Travel-Query	这个 月 我 想 去 青岛 玩 ， 帮 我 买 一张 下午 三点 的 高铁 票	9
19号到乌海市的火车票还有吗7点的	Travel-Query	19 号 到 乌海市 的 火车票 还有 吗 7 点 的	9
西安去北京的飞机是几点的啊	Travel-Query	西安 去 北京 的 飞机 是 几点 的 啊	9
我要去南昌，还有汽车票吧	Travel-Query	我要 去 南昌 ， 还有 汽车票 吧	9
一会我就想知道去佛山的大巴是15点30的不	Travel-Query	一会 我 就 想 知道 去 佛山 的 大巴 是 15 点 30 的 不	9
我要问你一下广州到汕头的大客到站了吗	Travel-Query	我要 问 你 一下 广州 到 汕头 的 大客 到 站 了 吗	9
查询看看南京飞巴黎的飞机是今天的吗	Travel-Query	查询 看看 南京 飞 巴黎 的 飞机 是 今天 的 吗	9
现在去河源市政府的路线	Travel-Query	现在 去 河源 市政府 的 路线	9
查一下询飞太原的飞机起飞了吗	Travel-Query	查 一下 询飞 太原 的 飞机 起飞 了 吗	9
帮我查一下下周三从佳木斯返回内蒙古的路线	Travel-Query	帮 我查 一下 下周三 从 佳木斯 返回 内蒙古 的 路线	9
我要知道最快去一班去西宁的经济舱机票还有几张	Travel-Query	我要 知道 最快 去 一班 去 西宁 的 经济舱 机票 还有 几张	9
快快的告诉我今天有凤凰始发的大巴吗	Travel-Query	快快 的 告诉 我 今天 有 凤凰 始发 的 大巴 吗	9
后天从北京飞往杭州的航班都有哪些	Travel-Query	后天 从 北京 飞往 杭州 的 航班 都 有 哪些	9
我要开车去陕西南路淮海中路快帮我找找路	Travel-Query	我要 开车 去 陕西 南路 淮海中路 快 帮 我 找 找 路	9
你把从王府井到军事博物馆的路线给我看看	Travel-Query	你 把 从 王府井 到 军事博物馆 的 路线 给 我 看看	9
看一下从当前位置出发到温州的高速路	Travel-Query	看 一下 从 当前 位置 出发 到 温州 的 高速路	9
现在还有没有能买三张经济舱六点之前到大连的机票	Travel-Query	现在 还有 没有 能 买 三张 经济舱 六点 之前 到 大连 的 机票	9
帮我查询一下周四去周口的下铺价格。	Travel-Query	帮 我 查询 一 下周四 去 周口 的 下铺 价格 。	9
上海去北京最便宜的高铁是哪趟	Travel-Query	上海 去 北京 最 便宜 的 高铁 是 哪趟	9
到广电大厦去怎么走啊	Travel-Query	到 广电 大厦 去 怎么 走 啊	9
我想现在知道成都开往武汉的动车哪天有呀	Travel-Query	我 想 现在 知道 成都 开往 武汉 的 动车 哪天 有 呀	9
查下7点究竟有没有天津始发到合肥的动车吗	Travel-Query	查下 7 点 究竟 有没有 天津 始发 到 合肥 的 动车 吗	9
能否告诉我让我知道去往吉林的客车哪天有票呢	Travel-Query	能否 告诉 我 让 我 知道 去往 吉林 的 客车 哪天 有票 呢	9
帮我查询今天有九江飞来北京的飞机不	Travel-Query	帮 我 查询 今天 有 九江 飞来 北京 的 飞机 不	9
纽约飞来的客机是今天到吗	Travel-Query	纽约 飞来 的 客机 是 今天 到 吗	9
我要开车去中关村怎么走	Travel-Query	我要 开车 去 中关村 怎么 走	9
上海开往广州的特快列车已经开车了是吗	Travel-Query	上海 开往 广州 的 特快 列车 已经 开车 了 是 吗	9
能告诉我莫斯科始发经停的飞机今天有票吗	Travel-Query	能 告诉 我 莫斯科 始发 经停 的 飞机 今天 有票 吗	9
柳州到南宁31号的火车票还有吧	Travel-Query	柳州 到 南宁 31 号 的 火车票 还有 吧	9
可以给我自驾车去丽江的路线给我了解一下吗	Travel-Query	可以 给 我 自驾车 去 丽江 的 路线 给 我 了解 一下 吗	9
去佛山的大巴是15点30的不	Travel-Query	去 佛山 的 大巴 是 15 点 30 的 不	9
1点有飞北京的飞机吗	Travel-Query	1 点有 飞 北京 的 飞机 吗	9
即刻告诉我北京到黑龙江最快的火车车次是哪趟	Travel-Query	即刻 告诉 我 北京 到 黑龙江 最快 的 火车 车次 是 哪趟	9
问你一下是不是包头到鄂尔多斯的大巴到站了	Travel-Query	问 你 一下 是不是 包头 到 鄂尔多斯 的 大巴 到 站 了	9
可以帮我看看5月1日去西安的火车票还有吗	Travel-Query	可以 帮 我 看看 5 月 1 日去 西安 的 火车票 还有 吗	9
告诉我一条去百货商店的路线	Travel-Query	告诉 我 一条 去 百货商店 的 路线	9
周四上午从浏阳去益阳的汽车票还有吗？	Travel-Query	周四 上午 从 浏阳 去 益阳 的 汽车票 还有 吗 ？	9
去长春的飞机票还有吗？	Travel-Query	去 长春 的 飞机票 还有 吗 ？	9
从西安去深圳能走高铁吗	Travel-Query	从 西安 去 深圳 能 走 高铁 吗	9
我必须知道18点飞瑞士的机票还有吗	Travel-Query	我 必须 知道 18 点飞 瑞士 的 机票 还有 吗	9
马上回答我去珠海的机票还有几张	Travel-Query	马上 回答 我 去 珠海 的 机票 还有 几张	9
我要去广州岗顶电脑城找下路	Travel-Query	我要 去 广州 岗顶 电脑城 找 下路	9
北京飞巴黎的飞机哪天才有呀	Travel-Query	北京 飞 巴黎 的 飞机 哪 天才 有 呀	9
可以帮我定往返云南经济舱吗	Travel-Query	可以 帮 我定 往返 云南 经济舱 吗	9
找到到黄家村最近的路	Travel-Query	找到 到 黄家 村 最近 的 路	9
快查询一下然后告诉我去银行的最短路线	Travel-Query	快 查询 一下 然后 告诉 我 去 银行 的 最 短路线	9
佛山开来的大巴是15点的吗	Travel-Query	佛山 开来 的 大巴 是 15 点 的 吗	9
航班晚点了，查一下还有哪趟飞机最快到石家庄	Travel-Query	航班 晚点 了 ， 查 一下 还有 哪趟 飞机 最快 到 石家庄	9
查看后天8点去郑州的D35动车票还有吗	Travel-Query	查看 后天 8 点去 郑州 的 D35 动 车票 还有 吗	9
立刻给我查下18点飞巴黎的商务舱还有吗	Travel-Query	立刻 给 我 查下 18 点飞 巴黎 的 商务 舱 还有 吗	9
五月份去大理坐哪趟火车人少	Travel-Query	五月份 去 大理 坐 哪趟 火车 人少	9
你查下最快去一班哈尔滨去上海的机票还有几张	Travel-Query	你 查下 最快 去 一班 哈尔滨 去 上海 的 机票 还有 几张	9
查看一下长春去往上海的动车是不是5点的吗	Travel-Query	查看 一下 长春 去往 上海 的 动车 是不是 5 点 的 吗	9
从济南到郑州给我导航一下吧	Travel-Query	从 济南 到 郑州 给 我 导航 一下 吧	9
明天我从北京到上海的飞机还有票吗	Travel-Query	明天 我 从 北京 到 上海 的 飞机 还有 票 吗	9
看下成都去往拉萨的动车后天有吗	Travel-Query	看 下 成都 去往 拉萨 的 动车 后天 有 吗	9
详细的查查海口飞曼谷的飞机是今天的吗	Travel-Query	详细 的 查查 海口 飞 曼谷 的 飞机 是 今天 的 吗	9
看一下16点有北京去广州的火车吗	Travel-Query	看 一下 16 点有 北京 去 广州 的 火车 吗	9
8点有青岛去沈阳的火车吗	Travel-Query	8 点有 青岛 去 沈阳 的 火车 吗	9
查查看合肥去往郑州的客车哪天有票呢	Travel-Query	查 查看 合肥 去往 郑州 的 客车 哪天 有票 呢	9
怎样才能坐公交去商场呢	Travel-Query	怎样才能 坐 公交 去 商场 呢	9
今天最早可以到夷陵的火车是哪个呢	Travel-Query	今天 最早 可以 到 夷陵 的 火车 是 哪个 呢	9
从武汉到石家庄坐哪趟高铁	Travel-Query	从 武汉 到 石家庄 坐 哪趟 高铁	9
快告诉我青岛到上海的高铁是几点的呢	Travel-Query	快 告诉 我 青岛 到 上海 的 高铁 是 几点 的 呢	9
哈尔滨开过来的和谐号哪天才有	Travel-Query	哈尔滨 开 过来 的 和谐 号 哪 天才 有	9
我想现在知道温州去往北京的动车明天有吗	Travel-Query	我 想 现在 知道 温州 去往 北京 的 动车 明天 有 吗	9
查一下这里到连云港有多远	Travel-Query	查 一下 这里 到 连云港 有多远	9
从拉萨到北京的飞机需要多久。	Travel-Query	从 拉萨 到 北京 的 飞机 需要 多久 。	9
快点告诉我20点有郴州始发的特快吗	Travel-Query	快点 告诉 我 20 点有 郴州 始发 的 特快 吗	9
快点去查一查张家界始发经停的飞机今天有票吗	Travel-Query	快点 去查 一查 张家界 始发 经停 的 飞机 今天 有票 吗	9
杭州到广州的高铁到底是几点的呢	Travel-Query	杭州 到 广州 的 高铁 到底 是 几点 的 呢	9
即可告诉我去伦敦的航班	Travel-Query	即可 告诉 我 去 伦敦 的 航班	9
赶紧查下CA1801航班还有没有票	Travel-Query	赶紧 查下 CA1801 航班 还有 没有 票	9
11点到宁波的汽车票还有吗	Travel-Query	11 点到 宁波 的 汽车票 还有 吗	9
比较一下邵阳到衡阳的硬座与高铁票的价格差。	Travel-Query	比较 一下 邵阳 到 衡阳 的 硬座 与 高铁 票 的 价格 差 。	9
给我一条最近的回家的路线好不好	Travel-Query	给 我 一条 最近 的 回家 的 路线 好不好	9
怎么开车去农博汇啊	Travel-Query	怎么 开车 去 农博汇 啊	9
我要乘坐汽车去丹东，看看都有哪几趟	Travel-Query	我要 乘坐 汽车 去 丹东 ， 看看 都 有 哪 几趟	9
立刻告诉我如何步行去市警察局	Travel-Query	立刻 告诉 我 如何 步行 去市 警察局	9
帮我看下13点有衡水始发的特快吗	Travel-Query	帮 我 看 下 13 点有 衡水 始发 的 特快 吗	9
这里能直接开车到乌龙镇吧	Travel-Query	这里 能 直接 开车 到 乌龙 镇 吧	9
4月7日上午8点我要去惠州，帮我看看火车票	Travel-Query	4 月 7 日 上午 8 点 我 要 去 惠州 ， 帮 我 看看 火车票	9
快点告诉我拉萨飞上海的机票还有吗	Travel-Query	快点 告诉 我 拉萨 飞 上海 的 机票 还有 吗	9
大点声告诉我发往曲靖的大巴明天有没有票	Travel-Query	大点声 告诉 我 发往 曲靖 的 大巴 明天 有没有 票	9
沈阳去往深圳的动车是13点的吗	Travel-Query	沈阳 去往 深圳 的 动车 是 13 点 的 吗	9
我要去魏县怎么坐公交	Travel-Query	我要 去 魏县 怎么 坐 公交	9
我现在就要知道1点有北京飞印尼的飞机吗	Travel-Query	我 现在 就要 知道 1 点有 北京 飞 印尼 的 飞机 吗	9
深圳到广州的大客到站了吗	Travel-Query	深圳 到 广州 的 大客 到 站 了 吗	9
我想知道飞福州的飞机已经起飞了吗	Travel-Query	我 想 知道 飞 福州 的 飞机 已经 起飞 了 吗	9
给我找到到银星镇的路线	Travel-Query	给 我 找到 到 银星 镇 的 路线	9
快点报一下西安去沈阳的飞机是几点的啊	Travel-Query	快点 报 一下 西安 去 沈阳 的 飞机 是 几点 的 啊	9
在美团上帮我看看有没有去青森的飞机票	Travel-Query	在 美团 上 帮 我 看看 有没有 去 青森 的 飞机票	9
快让我知道汕头开往佛山的普快出发了吗	Travel-Query	快 让 我 知道 汕头 开往 佛山 的 普快 出发 了 吗	9
即刻查询从北京到哈尔滨的火车票	Travel-Query	即刻 查询 从 北京 到 哈尔滨 的 火车票	9
上海松江区的最快路线	Travel-Query	上海 松江区 的 最快 路线	9
我想知道去宁夏的时间和飞机票	Travel-Query	我 想 知道 去 宁夏 的 时间 和 飞机票	9
去滨江大厦怎么去	Travel-Query	去 滨江 大厦 怎么 去	9
珠海去东莞的客车是几点的呀	Travel-Query	珠海 去 东莞 的 客车 是 几点 的 呀	9
快快让我知道去往盐城的动车是23点的吗	Travel-Query	快快 让 我 知道 去往 盐城 的 动车 是 23 点 的 吗	9
查询青岛到济南的大客到济南客运站了吗	Travel-Query	查询 青岛 到 济南 的 大客 到 济南 客运站 了 吗	9
周五晚上七点我要从西安到郑州的火车票订好了吗	Travel-Query	周五 晚上 七点 我要 从 西安 到 郑州 的 火车票 订 好了吗	9
南京飞成都的飞机起飞了没有	Travel-Query	南京 飞 成都 的 飞机 起飞 了 没有	9
告诉我北大到清华怎么步行过去	Travel-Query	告诉 我 北大 到 清华 怎么 步行 过去	9
从这里到大同怎么走	Travel-Query	从 这里 到 大同 怎么 走	9
可以帮我查一下10月1日从上海飞三亚的机票吗？	Travel-Query	可以 帮 我查 一下 10 月 1 日 从 上海 飞 三亚 的 机票 吗 ？	9
可否帮我看一下去往三亚的大客车发车了没	Travel-Query	可否 帮 我 看 一下 去往 三亚 的 大客车 发车 了 没	9
请帮我查看今天有茂名始发到韶关的大巴吗	Travel-Query	请 帮 我 查看 今天 有 茂名 始发 到 韶关 的 大巴 吗	9
马上告诉我明天有哈尔滨去广州的火车吗	Travel-Query	马上 告诉 我 明天 有 哈尔滨 去 广州 的 火车 吗	9
最快去一班去上海的商务舱还有几张呀	Travel-Query	最快 去 一班 去 上海 的 商务 舱 还有 几张 呀	9
给我查询一下普洱来的大巴是14点30的不	Travel-Query	给 我 查询 一下 普洱 来 的 大巴 是 14 点 30 的 不	9
问一下最快去一班去银川的机票还有几张	Travel-Query	问 一下 最快 去 一班 去 银川 的 机票 还有 几张	9
我想知道明天洛杉矶的飞机最晚几点	Travel-Query	我 想 知道 明天 洛杉矶 的 飞机 最 晚 几点	9
高德给我查一下附近有什么游乐场	Travel-Query	高德 给 我查 一下 附近 有 什么 游乐场	9
墨西哥飞纽约要几个小时？	Travel-Query	墨西哥 飞 纽约 要 几个 小时 ？	9
快报一下最快去一班去哈尔滨的机票还有几张	Travel-Query	快报 一下 最快 去 一班 去 哈尔滨 的 机票 还有 几张	9
上海始发经停的飞机哪天有票	Travel-Query	上海 始发 经停 的 飞机 哪天 有票	9
去查一下邵阳始发的动车哪天有票	Travel-Query	去查 一下 邵阳 始发 的 动车 哪天 有票	9
看一下从程子庙小学到安义县怎么走	Travel-Query	看 一下 从 程子 庙 小学 到 安义县 怎么 走	9
到那个嘉荣购物广场怎么走	Travel-Query	到 那个 嘉荣 购物广场 怎么 走	9
那再看一下从南京到上海的高铁还有没有票	Travel-Query	那 再 看 一下 从 南京 到 上海 的 高铁 还有 没有 票	9
查询一下20点有去朝阳的高客票吗	Travel-Query	查询 一下 20 点有 去 朝阳 的 高 客票 吗	9
从湘阴去株洲的汽车一天有多少趟。	Travel-Query	从 湘阴 去 株洲 的 汽车 一天 有 多少 趟 。	9
有没有周日到沈阳南站的汽车票	Travel-Query	有没有 周日 到 沈阳 南站 的 汽车票	9
回威海的开大巴车的路线告诉我一下	Travel-Query	回 威海 的 开 大巴车 的 路线 告诉 我 一下	9
找条到学校的路要不堵车的	Travel-Query	找条 到 学校 的 路 要 不堵车 的	9
超级市场该怎么坐公交车去呢	Travel-Query	超级市场 该 怎么 坐 公交车 去 呢	9
查查深圳飞三亚的航班还有没有经济舱票	Travel-Query	查查 深圳 飞 三亚 的 航班 还有 没有 经济舱 票	9
具体查询一下遵义开来的大巴是16点的吗	Travel-Query	具体 查询 一下 遵义 开来 的 大巴 是 16 点 的 吗	9
回答我是不是珠海到广州的大巴到站了	Travel-Query	回答 我 是不是 珠海 到 广州 的 大巴 到 站 了	9
